time,BTCUSDT,ETHUSDT,BTCUPUSDT,BTCDOWNUSDT
1669762705.1656966,5.060434344059843e-05,-1.5859284192135993e-06,2.772428229420875e-07,-1.27531698556272e-09
1669762765.128165,0.0003568812873209,0.0001023405093414,4.4174887905381614e-10,8.32344812388029e-10
1669762825.125753,0.0002508032884879,-1.7230967071403812e-06,5.53973173579504e-08,2.0559811661751696e-09
1669762885.182496,0.0003607398592783,8.252848798290103e-05,1.1057321645895377e-07,-7.3210679293729e-09
1669762945.217052,-0.0016848474749344,-0.0002285600704264,-5.5327612741014816e-08,8.8575432140725e-10
1669763005.845442,0.0004473308108829,6.307190819440516e-05,-4.390465792367849e-07,8.425947712422991e-09
1669763065.1472154,-0.0006548472038249,-0.0001174502214113,-5.8115905394609246e-08,-1.6227692285373123e-09
1669763125.601413,-0.0004391564355403,-1.0071854926142962e-05,-5.2596980828302334e-08,-3.934807920714473e-11
1669763185.0207295,-0.0007113372587191,-7.224920542008716e-05,-2.2949594877690505e-07,7.853124990335175e-09
1669763245.096382,0.001588513655766,0.0001987519104432,5.970051276520946e-08,-4.0970518054374405e-09
1669763305.082204,-0.0002166105486787,-2.665932707803304e-05,1.6624679651675685e-07,-7.050330753844256e-09
1669763365.1202989,0.0003277811525068,3.940600868216994e-05,5.563012845519337e-08,1.6657127179977375e-09
1669763425.0739677,8.714034792636629e-05,-1.2204345397657377e-05,2.2240932729109493e-07,6.12525448496707e-10
1669763485.138734,6.442881242474065e-05,5.286766852604036e-07,1.106661719148785e-07,1.605892201483601e-09
1669763545.7044165,-7.740394123371674e-05,-1.1822116360199213e-07,-1.8187871297192503e-09,9.059685922410871e-10
1669763605.2483814,-8.656813526835029e-05,-7.085854474226108e-06,3.806437693234781e-09,3.9841014402923696e-10
1669763665.8553424,-0.0001566468355426,-4.096265028902362e-05,-2.216816418748729e-07,3.685171025815575e-10
1669763725.293604,-0.0001887268060712,-2.1622738766243307e-05,-3.96274237408979e-07,1.1596575317735715e-09
1669763785.241119,8.114958046217674e-05,8.819984631340376e-06,3.3377483600999955e-09,-1.9936255527548714e-09
1669763845.132563,-0.0002401593181727,-6.193422336256281e-05,-3.6505984703475404e-10,-9.446900029975923e-10
1669763905.2076545,-6.0020856718805074e-05,-3.547816830804161e-06,1.1894839235074102e-09,-3.399773046586174e-10
1669763965.481254,0.0007142206353654,8.129439231069436e-05,2.21482716604982e-07,-4.473313065077634e-10
1669764025.0281825,-0.0001310140954833,-3.5344601119638176e-05,1.671724691872774e-07,-1.6717246918726963e-09
1669764085.756071,0.0002175003823516,1.6443280835176937e-05,-5.423175168941018e-08,0.0
1669764145.103986,-8.846575294225641e-05,2.837881365803009e-05,-1.290332620854004e-09,0.0
1669764205.8741543,0.0002081938661349,-2.4973268525931247e-05,1.297838410981569e-09,0.0
1669764265.1954403,-0.0004991589043967,-1.138232148761033e-06,-1.3550382722587067e-09,0.0
1669764325.2302167,0.000191592483296,1.942764780125827e-05,-1.6580620799833453e-07,0.0
1669764385.1152496,-5.211840483546279e-05,-8.992603221012804e-06,5.521265632292824e-08,0.0
1669764445.1418028,-6.291658889285324e-05,-2.2115992275077352e-05,-1.1061931319090813e-07,-2.0537373798279124e-09
1669764505.1276157,-0.0001213151500966,3.1641660226982776e-05,-1.886180292644751e-10,1.9995503686195187e-09
1669764565.093007,0.0003146925718467,1.945761716513214e-05,-9.467555312511972e-11,-1.8935052719186685e-14
1669764625.8889482,0.0001301722606092,8.762589347522383e-06,1.66078506815563e-07,-9.191275139361755e-10
1669764685.0425756,-0.0002901413589311,-4.397978765290836e-05,-3.088010465975825e-09,-2.7792094187344843e-11
1669764746.0173285,-0.0002820571772617,-5.751076287883324e-06,1.1089923769373453e-07,7.0229664657772215e-09
1669764805.1689036,7.867844042970592e-05,-1.5222601359295764e-05,0.0,-1.294754507484955e-09
1669764865.1192305,-0.0317668824793993,-0.0050786765309079,0.0,1.487372115238225e-07
1669764925.2151165,-0.0043082802448131,-0.001117295673892,0.0,5.611487648697677e-08
1669764985.2862682,0.0278522137231423,0.0034891405792937,0.0,8.622715186717221e-11
1669765045.1651094,0.0299935854761007,0.0017314618525124,0.0,-3.105807639606752e-07
1669765105.0409806,-0.0096722539885952,-0.0013389188028948,1.3388673370173034e-05,-3.3476663992983465e-08
1669765165.624714,-0.0067071776613875,-0.0001687219634841,6.384211034038536e-06,1.3232239712860236e-07
1669765225.2648094,0.0036211912907482,0.00356938166716,3.152863405193919e-07,0.0
1669765286.1222968,-0.002080285760671,0.0019241955660582,-3.968227497227197e-07,-1.036819575225475e-07
1669765345.0781984,-0.0057958142182417,-4.100853146660262e-05,6.472615917684577e-07,-3.452061822684714e-09
1669765405.58909,-0.0078517266841414,-8.792661253585479e-06,-1.3627777558694618e-05,2.766078167812964e-09
1669765465.0599494,0.0024181400525215,-0.0029005170648037,-6.669195914156431e-06,-1.8661051368119034e-09
1669765525.074484,0.0020089647871017,0.0040310753501782,-6.663437903976947e-06,9.746615333125666e-10
1669765585.0691018,-0.0019012592627078,-0.0032325636576719,-2.21286228312323e-09,1.0665040050840941e-07
1669765645.1349175,-0.0147287979609773,-0.001797044330429,-1.3296235707843112e-05,0.0
1669765705.471268,0.0118542486064745,0.0023116965220371,-3.2071950561493084e-06,0.0
1669765765.3141377,-0.0124936324078233,-0.0005249012627358,-6.893564978756295e-06,1.0722755431506813e-07
1669765826.075059,-0.0229099400734741,-0.0075533199799307,1.3450248434427434e-05,-1.5956482029762658e-09
1669765885.1184423,-0.0015510039235701,0.0025179400758286,-4.86508858957169e-07,3.1136566956477023e-09
1669765945.2637484,0.0048636279655751,0.0022354545660972,1.3578534456909625e-05,-1.981105752502324e-09
1669766005.1292803,-0.0174303068032136,-0.0030233045196053,-6.712224410453248e-06,2.281844795683173e-07
1669766065.1448553,0.0320930310647541,0.0045437563733665,3.356653790750521e-06,-1.2077273558238537e-07
1669766125.3190095,0.0271087234147097,0.0019899287199703,6.645647102805601e-06,-5.604332463435211e-10
1669766185.2638369,-0.0117803185507229,-0.0031002364795657,0.0,8.145221864493642e-10
1669766245.1340098,0.0116717502588248,0.0001653056236154,0.0,-2.139927173770894e-07
1669766305.1827328,0.0058512945608271,0.0017349878261835,9.98377876719957e-06,-2.262989853899865e-07
1669766365.8747106,-0.0040564731554143,-0.0007517269201016,3.1530634844475845e-06,2.1919590652817572e-08
1669766425.1198435,0.0085023873911864,-0.0002181693050008,-1.334926238319371e-05,2.034947496652969e-07
1669766485.6011777,0.0158286572652591,0.0018193277308808,9.841465505892816e-06,-2.066023253762636e-07
1669766545.1420555,0.0186916828043796,0.0005589594444543,1.5790261889102045e-07,1.0494944207485481e-07
1669766605.188785,0.02663209124664,0.0030813219104184,-8.482654985921614e-08,9.048165284583607e-10
1669766665.1910808,-0.0014456236188104,-0.0002964747042822,-1.3324913757092542e-05,-6.745082496622665e-09
1669766725.132619,-0.0128522958445211,0.0007726607830002,1.3355972544599184e-05,-3.007004586018246e-07
1669766785.4382854,-0.0110781753856134,6.771968536016769e-05,-2.315753023421979e-05,2.1366170061181449e-07
1669766845.1109126,-0.0242590891243599,-0.0021679581059461,3.228505694504142e-06,-7.626270951009125e-08
1669766905.901518,-0.0121206250332801,-0.0030115252712726,1.825104727930219e-07,4.988619591616127e-09
1669766965.0793912,-0.0234642065448071,-0.0017800103302837,1.343365717464287e-05,-7.454220543082848e-09
1669767025.7787452,-0.0100022778986169,-0.0001861187857867,-1.3111598065153926e-05,1.0131846757599349e-07
1669767085.2569308,0.004331062103121,0.0005377548142146,1.3363583132654532e-05,-7.008949917580468e-09
1669767145.2003076,-0.024443619172165,-0.0033959784090373,-3.3657536819298533e-06,4.556006638287373e-07
1669767205.3517156,-0.0179306454059179,-0.0031344007492282,0.0,-9.438233703643802e-10
1669767265.2533317,0.0153341399015581,0.0013716882377369,0.0,1.0815614636391393e-07
1669767325.0305324,-0.0148358045361767,-0.0040434741579678,0.0,5.1168563482329984e-08
1669767385.075136,-0.0083562330136418,-0.0027822253018713,0.0,1.644984716537387e-07
1669767445.8894377,0.0532473254944842,0.0092189844215408,0.0,-2.735075674402355e-07
1669767505.134349,0.0206220214528017,0.0050898857386189,1.3675371348678348e-05,8.558075426590621e-09
1669767566.0467038,0.0107865260370028,0.0023974516999375,-3.6410821239996977e-07,-1.1232488117043857e-07
1669767625.16955,0.0192139490485987,0.0022696806329167,4.034214344002398e-07,-3.436078035725704e-07
1669767685.1790175,0.017022428640134,0.0030812152772394,-3.5321686512583973e-06,-2.9472410978265745e-07
1669767745.171075,-0.016722238715541,-0.0023313974554848,-6.665530019652591e-06,2.566127488174895e-07
1669767805.2302585,-0.0011721584263189,-0.001038519181511,6.649811885127472e-06,-4.639234417573927e-08
1669767865.3403506,-0.0041150892227351,-0.0008348722914861,-8.445418688139479e-09,1.773537921383933e-10
1669767925.1480043,-0.003497061844247,0.0012310246021558,5.063824542484652e-08,2.908049240855171e-07
1669767986.035983,-0.002463832759857,-0.0004254154472591,6.298230733911072e-06,1.24832634186683e-07
1669768045.1705596,0.0158316288708613,0.0017406079039679,3.925716557167204e-06,-6.629387628909004e-07
1669768106.0520618,-0.0311413381534262,-0.0022080992595171,-5.2373934595307965e-05,3.266626351002499e-07
1669768165.118345,-0.0075458037062046,-0.0007769017339342,1.2732687029528248e-05,-2.546766740897456e-07
1669768225.340324,-0.0095026745221592,-0.0024937636294034,-2.920363109596754e-06,8.64032829623809e-08
1669768285.1163433,0.0293632782287182,0.0036053827117461,-1.7408677037386669e-07,-2.0359064871738344e-07
1669768345.333977,7.249083351792966e-05,-0.0009975869855271,1.6717552379324464e-05,1.6567542122608876e-07
1669768405.206282,0.0248983142639762,0.0019992530898641,5.017511204415549e-05,-2.093728963689024e-07
1669768465.2753572,0.008693487312331,-0.0007186111972377,-2.0096116895909977e-05,1.0481179991018785e-07
1669768525.9696956,0.0350402907111102,0.0033321951701847,6.277653909314702e-06,-2.2701039094121386e-07
1669768585.111753,-0.0068782542660433,0.000612532086812,-2.641061161940345e-06,1.8855938310110217e-07
1669768646.286426,-0.0380117108688508,-0.0038026075638081,-1.3707828310908716e-05,2.2993673576420725e-07
1669768705.248095,0.0297245206002119,0.0044924695650389,-2.952295600461733e-06,-8.122792910577526e-08
1669768765.165182,-0.0093123964238251,-0.0011285833859196,6.522640703896665e-06,1.486591381674243e-07
1669768825.3372226,0.2638078279912238,0.0314816173580577,6.29011795295421e-05,-7.450404877060435e-07
1669768885.2951472,0.4873267889413599,0.091806281297262,0.0001538336830131,-3.508156649784248e-06
1669768945.3265429,-0.0838790152372538,-0.0148795889077592,-3.025425129228536e-05,7.446244430436427e-07
1669769005.3503623,0.2735086666761457,0.0376182671792,7.996216048197302e-05,-1.316084682495533e-06
1669769065.505908,0.2667720628810763,0.024930486780476,8.891658876817431e-05,-2.1678021150564124e-06
1669769125.2255578,-0.418109756620367,-0.0444743453977325,-0.0001183986228717,2.127834996541184e-06
1669769185.9760432,-0.7296693778927141,-0.1125309025730208,-0.0002286179339044,4.656055415157745e-06
1669769245.5023975,0.1826328145868461,0.0255782044486593,5.804971922611341e-05,-1.4325103569888054e-06
1669769305.2394438,-0.2108313017834832,-0.0317429143321519,-6.41777848506664e-05,1.0351887631469092e-06
1669769365.2138212,-0.2670850992200423,-0.0238148520775126,-8.013464284655737e-05,2.1480015455266804e-06
1669769425.308211,0.1780926752983536,0.0226785983681057,6.658374142946903e-05,-1.405103788749139e-06
1669769485.2318811,0.283592495803302,0.0208940359510472,9.358075188085958e-05,-1.4402625544183317e-06
1669769545.9725792,-0.2297714056698667,-0.0201786489213726,-7.609430610833263e-05,1.1311691806437523e-06
1669769605.6071863,-0.0902654793982072,-0.0086654038181987,-3.337438678893823e-05,5.888393397425772e-07
1669769665.2298727,-0.0200251698380612,-0.0098219102421184,-3.3783549840926124e-06,5.744957896972765e-08
1669769725.960341,-0.0222953928104971,-0.0088508634326119,-2.951368647857211e-06,1.2018134564853265e-07
1669769785.3648958,0.0871897614910502,0.0020302145341084,3.0158975142376503e-05,-5.499448599627738e-07
1669769845.2828708,0.1167640085794548,0.0050369807160966,4.670785878984833e-05,-9.315572399478593e-08
1669769905.3512948,0.0678034245154409,0.0028738346325185,9.835269656901866e-06,-7.046985759610658e-07
1669769965.2618284,-0.0213612608411836,0.0071812325311788,-1.3197427653588946e-05,-1.1256968790092977e-07
1669770025.416932,-0.0545090787911973,-0.0023730242753182,-1.0165097483584124e-05,1.8960408707757488e-07
1669770085.3225884,-0.0187477357484415,0.0042223909074768,-9.851263885501117e-06,8.037910056882794e-08
1669770145.5733914,0.2091939738464616,0.0133182186992943,4.278286664083379e-05,-9.811383381643275e-07
1669770205.3792286,-0.1836150013273959,-0.0172648390412186,-3.6335250638273946e-05,1.0678012640887698e-06
1669770266.0987563,0.1633157305398539,0.0077732343238348,4.171570923395167e-05,-3.7496676427183737e-07
1669770325.4548364,-0.0484100150060137,-0.0079661279062898,-1.8524233370631624e-05,-8.092399449963618e-08
1669770385.425283,-0.2007284731001871,-0.0164090487931907,-7.406180785939437e-05,1.0787006032346551e-06
1669770445.3442025,-0.2779496668318243,-0.018562019019637,-6.017110550660985e-05,1.290156921615384e-06
1669770505.1889813,0.1469323762965665,0.0169810727371694,4.3471350302734734e-05,-7.1878054756003e-07
1669770565.3298092,-0.0396977448311694,-0.0040381718184655,-1.6457401964895046e-05,-4.805940584875274e-07
1669770625.5400765,0.0608243107023496,0.0086617377318205,2.6530424728339008e-05,4.798525838665616e-07
1669770685.1541955,0.033064182895506,6.017622211341412e-05,9.962716903658378e-06,-1.6976733577185301e-07
1669770745.3386574,0.0219489665781955,0.005335858089894,-6.56247216367557e-06,-2.357720854510843e-07
