time,BTCUSDT,ETHUSDT,BTCDOWNUSDT,BTCUPUSDT
1669843003.443479,,,,
1669843009.1408672,-0.0101281155649552,-0.0005139640734455,9.372286045183409e-08,4.031090772121777e-06
1669843069.2053316,-0.0008703509977175,-1.1087273856266083e-05,-5.820818774545144e-09,1.1087273856276376e-06
1669843129.2253366,-0.0024212529953104,-4.9974893915194734e-05,-6.944130894436311e-09,-2.7751045006962214e-06
1669843189.846428,0.0017384816116222,4.685908878577555e-05,6.026277498590379e-08,1.649041071588562e-06
1669843254.2854722,0.0023437250787268,0.0001717442142057,-4.6725280079067634e-08,1.204125694268416e-06
1669843309.3675485,-0.0008436511983491,-0.0002881191792041,-4.008408425472945e-09,-1.4086743651742692e-06
1669843369.529784,-0.0013572932744321,-6.393407602997702e-05,2.5349492042654652e-08,-1.657690008122822e-06
1669843429.4096763,0.0012858177510206,0.0001889013521689,-1.9708490959980173e-08,1.665506278308086e-06
1669843489.3384917,-0.0007602405750583,-0.0002422661443691,0.0,-2.784380696034427e-07
1669843549.4302635,0.0041224275163629,0.0002996566772328,-1.8554308934295943e-08,5.546129871505092e-07
1669843609.4244971,-0.0042145689510214,-0.0001804459575538,1.858447440846728e-08,1.1117756749084487e-06
1669843669.4405427,0.0003889413916678,9.997984542885226e-05,9.994653621280497e-09,-1.3886510213809904e-06
1669843729.335336,0.0012983313393138,0.0001616944950229,-1.0014887011474189e-08,-1.3937724114686706e-06
1669843789.3198037,-0.0012131864403342,-8.918875184961777e-05,0.0,1.3916887753056283e-06
1669843849.4715223,0.0004788125701986,-4.444400210995325e-05,-9.949618304301618e-09,0.0
1669843909.4333277,0.0003066913558695,9.746027614777153e-05,9.9811311075774e-09,1.6687906198963978e-06
1669843969.8386664,0.0029723638634651,0.0002073143077151,-1.3703116682986551e-09,-1.930599658947013e-06
1669844029.437153,-0.0042508388735483,-0.00015018018369,1.3888631267713703e-09,1.4039052152057225e-06
