Time,Price,Price Change,MACD,MACD Change,Cash Allocation,Coin Allocation,Cash Balance,Coin Balance,Total Balance
1668422999.5516744,2.785,-0.0099999999999997,0.00328183,-0.00083643,1.0,0.0,1017.5801127118544,0.0,1017.5801127118544
1668423059.6582434,2.788,0.0029999999999996,0.00282843,-0.0004534,1.0,0.0,1017.5801127118544,0.0,1017.5801127118544
1668423119.5187714,2.797,0.0090000000000003,0.00365163,0.0008232,0.0,1.0,0.0,363.8112666113173,1017.5801127118544
1668423180.2994015,2.792,-0.0050000000000003,0.00335613,-0.0002954999999999,1.0,0.0,1015.761056378798,0.0,1015.761056378798
1668423239.4542031,2.798,0.0060000000000002,0.00356499,0.0002088599999999,0.0,1.0,0.0,363.0311137879907,1015.761056378798
1668423299.5520048,2.792,-0.0060000000000002,0.00320937,-0.00035562,1.0,0.0,1013.58286969607,0.0,1013.58286969607
1668423359.7616174,2.792,0.0,0.00307895,-0.00013042,1.0,0.0,1013.58286969607,0.0,1013.58286969607
1668423419.5339713,2.79,-0.0019999999999997,0.00253304,-0.00054591,1.0,0.0,1013.58286969607,0.0,1013.58286969607
1668423479.5558393,2.794,0.004,0.00285213,0.00031909,0.0,1.0,0.0,362.77124899644593,1013.58286969607
1668423539.6601925,2.792,-0.0020000000000002,0.00254488,-0.00030725,1.0,0.0,1012.857327198077,0.0,1012.857327198077
1668423599.5218265,2.792,0.0,0.00254488,0.0,1.0,0.0,1012.857327198077,0.0,1012.857327198077
1668423660.766672,2.792,0.0,0.00227515,-0.0002697299999999,1.0,0.0,1012.857327198077,0.0,1012.857327198077
1668423719.574192,2.79,-0.0019999999999997,0.00187836,-0.00039679,1.0,0.0,1012.857327198077,0.0,1012.857327198077
1668423779.5110178,2.79,0.0,0.00187836,0.0,1.0,0.0,1012.857327198077,0.0,1012.857327198077
1668423839.5427835,2.794,0.004,0.00186516,-1.3199999999999887e-05,1.0,0.0,1012.857327198077,0.0,1012.857327198077
1668423899.645056,2.793,-0.0009999999999998,0.00175379,-0.0001113699999999,1.0,0.0,1012.857327198077,0.0,1012.857327198077
1668423959.5961404,2.794,0.0009999999999998,0.00172633,-2.7459999999999984e-05,1.0,0.0,1012.857327198077,0.0,1012.857327198077
1668424019.5782304,2.798,0.004,0.00204541,0.00031908,0.0,1.0,0.0,361.9933263752956,1012.857327198077
1668424079.6043534,2.798,0.0,0.00204541,0.0,0.0,1.0,0.0,361.9933263752956,1012.8573271980772
1668424140.6142008,2.796,-0.0020000000000002,0.00209104,4.563000000000006e-05,0.0,1.0,0.0,361.9933263752956,1012.1333405453264
1668424199.4516368,2.798,0.0020000000000002,0.0022625,0.00017146,0.0,1.0,0.0,361.9933263752956,1012.8573271980772
1668424259.7815366,2.798,0.0,0.00237105,0.0001085499999999,0.0,1.0,0.0,361.9933263752956,1012.8573271980772
1668424319.6495168,2.794,-0.004,0.00210999,-0.00026106,1.0,0.0,1011.409353892576,0.0,1011.409353892576
1668424379.6671774,2.794,0.0,0.00188141,-0.0002285799999999,1.0,0.0,1011.409353892576,0.0,1011.409353892576
1668424439.4927945,2.797,0.0030000000000001,0.0019202,3.878999999999992e-05,0.0,1.0,0.0,361.6050603834737,1011.409353892576
1668424499.548602,2.8,0.0029999999999996,0.0022912,0.000371,0.0,1.0,0.0,361.6050603834737,1012.4941690737264
1668424559.6441722,2.798,-0.0019999999999997,0.0023944,0.0001031999999999,0.0,1.0,0.0,361.6050603834737,1011.7709589529594
