Time,Price,Average Price 5m,Average Price 30m,Average Price 4h,Cash Allocation,Coin Allocation,Cash Balance,Coin Balance,Value
1668604956.0,0.04,0.05,0.04,0.04,1.0,0.0,1000.0,0.0,1000.0
1668605016.0,0.04,0.05,0.04,0.04,1.0,0.0,1000.0,0.0,1000.0
1668605090.0,0.04,0.04,0.04,0.04,1.0,0.0,1000.0,0.0,1000.0
1668605155.0,0.04,0.04,0.04,0.04,1.0,0.0,1000.0,0.0,1000.0
1668605213.0,0.05,0.04,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668605342.0,0.05,0.04,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668605388.0,0.04,0.04,0.04,0.04,1.0,0.0,1000.0,0.0,1000.0
1668605448.0,0.05,0.04,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668605509.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668605596.0,0.04,0.05,0.04,0.04,1.0,0.0,1000.0,0.0,1000.0
1668605630.0,0.04,0.05,0.05,0.04,1.0,0.0,1000.0,0.0,1000.0
1668605690.0,0.04,0.04,0.05,0.04,1.0,0.0,1000.0,0.0,1000.0
1668605751.0,0.05,0.04,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668605810.0,0.05,0.04,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668605871.0,0.05,0.04,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668605931.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668605991.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606052.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606111.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606171.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606232.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606292.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606352.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606413.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606473.0,0.04,0.05,0.05,0.04,1.0,0.0,1000.0,0.0,1000.0
1668606533.0,0.04,0.05,0.05,0.04,1.0,0.0,1000.0,0.0,1000.0
1668606594.0,0.04,0.05,0.05,0.04,1.0,0.0,1000.0,0.0,1000.0
1668606654.0,0.05,0.04,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606714.0,0.05,0.04,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606775.0,0.05,0.04,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606835.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606895.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668606956.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668607016.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668607076.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668607137.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668607197.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
1668607257.0,0.05,0.05,0.05,0.05,1.0,0.0,1000.0,0.0,1000.0
