time,BTCUSDT,ETHUSDT,BTCDOWNUSDT,BTCUPUSDT
1669751844.8014903,-0.1526980077514881,-0.0201803534473382,0.0,0.0
1669751844.8014903,0.0234084950708892,0.0058521237677147,0.0,-1.6720353622044545e-05
1669751844.8014903,0.0952652548811904,0.0103259542004151,0.0,0.0
1669751844.8014903,0.0016660613233245,0.0064976391608256,0.0,0.0
1669751844.8014903,-0.0358290902330657,-0.0034753390064397,6.28870867831845e-07,0.0
1669751844.8014903,0.0334729399853375,0.0,-1.104607019516082e-06,1.6736469992666923e-05
1669751844.8014903,0.0960515334823858,0.0173566806117267,0.0,0.0
1669751844.8014903,0.0960515334823858,0.0173566806117267,0.0,0.0
1669751844.8014903,0.0960515334823858,0.0173566806117267,0.0,0.0
1669751844.8014903,0.0960515334823858,0.0173566806117267,0.0,0.0
1669751844.8014903,0.0960515334823858,0.0173566806117267,0.0,0.0
1669751844.8014903,-0.0244055353333533,-0.0085794202707681,-5.997264655294639e-07,8.329534243463556e-06
1669751844.8014903,0.0344474891811673,0.0074885846046034,-3.993911789121941e-07,0.0
1669751844.8014903,-0.0141879536508302,-0.0006676684071022,1.6691710177492626e-08,0.0
1669751844.8014903,-0.1644512572765624,-0.0038283187422642,9.654021176153892e-07,0.0
1669751844.8014903,-0.0579746560117902,-0.0023390351128685,0.0,0.0
1669751844.8014903,0.0842378596325389,0.0091562890904902,-1.1653458842443188e-07,0.0
1669751844.8014903,-0.1313767905391353,-0.0097499756500719,8.262691228875919e-07,0.0
1669751844.8014903,-0.0631716060209154,0.0,1.848105495293044e-07,0.0
1669751844.8014903,0.0316604025065368,0.0079151006266417,0.0,0.0
1669751844.8014903,0.287614605903867,0.0308339032691309,-2.089291806214404e-06,0.0
1669751844.8014903,-0.1204624479649675,-0.0078308921913611,1.4495481290390629e-06,0.0
1669751844.8014903,-0.0502136947964069,-0.0133458325040347,0.0,0.0
1669751844.8014903,0.0191376816139367,0.0033282924546047,0.0,0.0
1669751844.8014903,0.0039947995175805,-0.003828349537656,0.0,0.0
1669751844.8014903,-0.0211912916317389,-0.014350008506529,0.0,-1.6686056402936503e-05
1669751844.8014903,-0.1091168880395039,-0.0084702607153955,0.0,0.0
1669751844.8014903,0.0715374016241264,0.0050260469525172,0.0,-1.6753489841712237e-05
1669751844.8014903,-0.0984494619610864,-0.014487546241768,0.0,0.0
1669751844.8014903,0.0593145923828004,0.013106340526515,0.0,0.0
1669751844.8014903,0.0303447276532729,0.0051971632997271,1.0729627457503367e-06,0.0
1669751844.8014903,-0.1044612328304758,-0.0014970558845112,4.158488568091251e-07,-4.990186281708855e-05
1669751844.8014903,0.1049264890777223,0.0085075531684626,0.0,0.0
1669751844.8014903,-0.0083154116554264,0.0024946234966294,-3.658781128387814e-07,4.98924699325603e-05
1669751844.8014903,0.085616026074158,0.0133514270680914,-4.005428120428185e-07,6.675713534046095e-05
1669751844.8014903,0.0054665617467365,0.0026504541802524,7.951362540753205e-07,0.0
1669751844.8014903,-0.1010312519538841,-0.0177895559918815,0.0,0.0
1669751844.8014903,0.0247475652038542,-0.0044250613278352,0.0,0.0
1669751844.8014903,0.0155474415607039,-0.0060837814802853,0.0,-3.379878600159836e-05
1669751844.8014903,-0.0524712129075031,-0.0008355288679532,-8.021077132358559e-07,0.0
1669751844.8014903,-0.0319909464708368,-0.0058316829504205,0.0,0.0
1669751844.8014903,-0.0148307605914798,-0.0041659439863734,4.332581745828115e-07,0.0
1669751844.8014903,0.0782841877136199,0.0165248072146068,-8.679696718782725e-07,0.0
1669751844.8014903,-0.0386782816056262,-0.0103364373256409,-6.835385973408842e-07,0.0
1669751844.8014903,0.0099525696192824,0.0036492755270795,2.189565316247448e-06,0.0
1669751844.8014903,0.0085208071195559,0.0045110155338642,0.0,0.0
1669751844.8014903,0.0835839660836302,0.0179343549273984,-9.707586612079351e-07,0.0
1669751844.8014903,0.0234733061517541,-0.007430399069624,0.0,0.0
1669751844.8014903,-0.0945978733472621,-0.0069826198252802,0.0,0.0
1669751844.8014903,-0.0757626933064371,-0.0075260953615693,0.0,0.0
1669751844.8014903,0.0810106000822277,0.0083344238767776,0.0,0.0
1669751844.8014903,0.0091676847145129,0.0053339256520509,0.0,0.0
1669751904.749689,-0.1299455222432671,-0.0151797721747587,0.0,-1.6681068323907348e-05
1669751965.0046566,0.0620695713267696,-0.0001659614206597,0.0,-3.319228413197682e-05
1669752024.725242,0.0232750565310892,0.0068653044444082,0.0,0.0
1669752085.7530563,0.0416203664748188,0.0119617588687604,5.898949579114821e-07,-3.277194210619593e-05
1669752144.8004563,0.0110081053531002,0.0013548437357619,-6.943574145786034e-07,0.0
1669752205.0254598,-0.0529680334681887,-0.0076380236349149,4.48318778571048e-07,0.0
1669752264.856693,0.0516452667190834,0.0071868817764427,-3.844146066469178e-07,0.0001002820712991
1669752325.04364,-0.0661272951537602,-0.0104673859162883,-1.163042879587822e-07,-8.307449139913502e-05
1669752385.302413,0.1956561575306896,0.0152674864230865,1.825460333196117e-07,9.95705636288461e-05
1669752444.9473505,-0.0095565528902413,0.0078799646638876,-2.179564694266529e-07,0.0
1669752505.072678,0.14187032889988,0.0123076252504017,-1.8295118615468579e-07,0.0
1669752564.86299,0.5505908733636848,0.097841938310372,-4.21472965029277e-06,0.0001170758236192
1669752625.710916,-0.1342691611416111,-0.0228438352493035,2.0707361449007625e-06,0.0
1669752684.7376416,-0.1924551954707892,-0.0242263142186016,-2.2023922016919898e-07,0.0
1669752745.143736,0.1273050358163283,0.0263218474574792,0.0,-9.93277262546332e-05
1669752804.8547614,0.0834016826919711,0.012560494381322,0.0,6.698930336705104e-05
1669752865.0539331,0.1978432534457568,0.028073475929748,-1.4950371796908726e-06,9.966914531272883e-05
1669752925.0255735,-0.1840870107247128,-0.0166745480728893,4.168637018223032e-07,-3.3349096145782405e-05
1669752985.1144257,-0.073224896820458,-0.0129807771636326,1.497781980418392e-07,0.0
1669753044.9023376,-0.120091165133475,-0.0122098259815369,1.5053210114223244e-06,0.0
1669753104.9519742,-0.067277676079047,-0.009159089565214,8.992560664030007e-07,0.0
1669753165.686025,0.0655316079003929,0.0026344364985098,0.0,0.0
1669753225.195811,-0.0440263723065594,-0.0035288313680849,-2.1509067386419583e-06,0.0
1669753285.3711374,0.0604899087540993,-0.0089737776723122,0.0,-0.0001329448544046
1669753344.84599,-0.0390080832496916,0.0023539360581692,0.0,0.0
1669753405.0449176,0.0350504582504638,-0.0001661159158787,1.461820059734545e-06,0.0
1669753464.866768,-0.1262080654837263,-0.026578917101872,3.343260012815287e-07,0.0
1669753525.027249,-0.0641617208186283,-0.0099733244795765,2.991997343872943e-07,0.0
1669753584.8998835,-0.1326148427930603,-0.0185393545970114,-6.680848503421866e-08,-1.6702121258565092e-05
1669753644.8621628,0.0366897326945945,0.0026683441959709,0.0,0.0
1669753705.437636,0.0901354908723575,0.0033016663323198,0.0,0.0
1669753764.8944886,0.0780397850085102,0.0107641082770351,0.0,0.0
1669753825.5167477,-0.1156340938039206,-0.0125366492569119,0.0,0.0
1669753884.9470477,-0.0442535205125256,-0.0026922293847964,0.0,-1.6826433654967605e-05
1669753946.6023858,0.040385797544759,-0.0006487678320442,0.0,1.6219195801119515e-05
1669754004.7944932,0.1819834418455054,0.0341970773628472,0.0,0.0
1669754064.9385912,0.0603550492581847,0.007980832959758,0.0,6.65069413313144e-05
1669754124.9084482,-0.0263465694206261,-0.008504272407914,-1.7175295255200328e-06,6.670017574834705e-05
1669754185.126927,-0.0234147396433012,0.0051479214818601,0.0,0.0
1669754245.7477882,0.0227644406660012,-0.0036291137293602,0.0,0.0
1669754304.9048092,0.0050712492734817,-0.0035498744914425,0.0,-3.380832848996397e-05
1669754365.5466769,0.0580457056671507,0.0039576617500326,-1.1543180104261612e-07,0.0
1669754424.9958494,-0.0084105460009043,-0.0045416948404918,9.588022441031258e-07,-6.728436800723519e-05
1669754484.8562706,-0.0330769473542748,-0.0155361419391297,-1.0524483249089869e-06,6.682211586723672e-05
1669754545.192006,-0.1410441079584595,-0.0175683612733165,1.4750793899294623e-06,0.0
1669754605.0699167,0.018704727478258,-0.0030061169161426,0.0,-0.0001002038972047
1669754665.0610106,0.1216847289921778,0.0156689925003651,0.0,0.0
1669754724.8370955,-0.0679201390790306,-0.005687893420412,0.0,3.3458196590641e-05
1669754785.4594078,0.0526208895468864,0.006598230664183,-1.2866549795153196e-06,0.0
1669754845.0693514,0.0283509746383326,-0.003187387681236,0.0,0.0
