time,BTCUSDT,ETHUSDT,BTCDOWNUSDT,BTCUPUSDT
1669849489.5367467,0.2331979059872459,0.024818919994357,-5.8299476496812e-07,0.000166569932848
1669849549.397322,-0.2550927709799735,-0.0180419248630219,-1.1025620749625853e-06,8.35274299214017e-05
1669849609.643493,0.0446501405061678,0.0024897847865848,1.4108780457327347e-06,-9.959139146348888e-05
1669849669.4852335,-0.2065447942251825,-0.0152067769211065,-7.185619863820964e-07,0.0
1669849729.4525852,-0.2643104882452408,-0.0311836348907611,1.7843042424124698e-06,-8.337870291646649e-05
1669849789.5632632,-0.0071534711403592,-0.0054898732007823,2.994476291336008e-07,1.663597939631192e-05
1669849849.3602211,0.2757665366248764,0.0296001679700476,0.0,0.0
1669849909.4747615,-0.1367389645452299,0.0031606330004376,-1.2642532001746906e-06,0.0
1669849969.3378923,0.2562512149461745,0.0325743069846836,-3.0068591062779505e-07,1.6704772812663474e-05
1669850029.4239712,0.1120059775108959,0.0063242602457845,5.15926493735154e-07,0.0
1669850089.4376798,0.338755935554603,0.0511549789548706,-1.3330287675536055e-06,0.0001832914555386
1669850149.586181,-0.1433119667835113,0.0044888899108526,-1.5794242278926772e-06,8.312759094172733e-05
1669850210.9224064,-0.2054250957783692,-0.0238032253838355,1.076036215981693e-06,-0.0002282501064203
1669850269.537929,0.14398916229540928,0.02456687129209802,0.0,0.0
