Time,Price,Price Change,Momentum,Momentum Change,Cash Allocation,Coin Allocation,Cash Balance,Coin Balance,Total Balance
1668305916.4070325,1262.19,-0.0899999999999181,-3.75,-0.6000000000000001,1.0,0.0,995.9715032389618,0.0,995.9715032389618
1668305976.3930552,1263.65,1.4600000000000364,-2.32,1.4300000000000002,0.0,1.0,0.0,0.7881703820195163,995.971503238962
1668306037.5790696,1263.62,-0.0300000000002,-1.83,0.4899999999999997,0.0,1.0,0.0,0.7881703820195163,995.947858127501
1668306097.3854878,1264.76,1.1400000000001,-0.42,1.41,0.0,1.0,0.0,0.7881703820195163,996.8463723630034
1668306157.4169395,1264.53,-0.2300000000000182,-1.37,-0.9500000000000002,1.0,0.0,996.6650931751388,0.0,996.6650931751388
1668306218.1405616,1264.57,0.0399999999999636,0.55,1.92,0.0,1.0,0.0,0.7881454511613741,996.6650931751388
1668306278.2011397,1264.83,0.2599999999999909,1.29,0.74,0.0,1.0,0.0,0.7881454511613741,996.8700109924408
1668306338.297868,1264.35,-0.4800000000000182,0.46,-0.8300000000000001,1.0,0.0,996.4917011758832,0.0,996.4917011758832
1668306399.3147986,1264.74,0.3900000000001,2.46,2.0,0.0,1.0,0.0,0.7879024156552993,996.4917011758832
1668306459.1930552,1264.84,0.099999999999909,2.65,0.1899999999999999,0.0,1.0,0.0,0.7879024156552993,996.5704914174488
1668306519.2408428,1264.59,-0.25,0.94,-1.71,1.0,0.0,996.3735158135348,0.0,996.3735158135348
1668306580.0416856,1265.0,0.4100000000000818,1.37,0.4300000000000001,0.0,1.0,0.0,0.7876470480739406,996.3735158135348
1668306639.8824918,1266.5,1.5,1.74,0.3699999999999999,0.0,1.0,0.0,0.7876470480739406,997.5549863856456
1668306700.0638657,1266.65,0.1500000000000909,2.11,0.3699999999999999,0.0,1.0,0.0,0.7876470480739406,997.673133442857
1668306760.8797028,1265.42,-1.2300000000000182,0.85,-1.2599999999999998,1.0,0.0,996.704327573726,0.0,996.704327573726
1668306820.9632542,1264.94,-0.4800000000000182,0.1,-0.75,1.0,0.0,996.704327573726,0.0,996.704327573726
1668306880.895645,1264.7,-0.2400000000000091,0.34,0.24,0.0,1.0,0.0,0.7880954594557807,996.704327573726
1668306941.9217591,1264.81,0.1099999999998999,0.07,-0.27,1.0,0.0,996.791018074266,0.0,996.791018074266
1668307001.9958453,1264.47,-0.3399999999999181,-0.37,-0.44,1.0,0.0,996.791018074266,0.0,996.791018074266
1668307062.0228584,1264.58,0.1099999999998999,0.0,0.37,0.0,1.0,0.0,0.7882387971296921,996.791018074266
1668307122.7657487,1264.95,0.3700000000001182,-0.04,-0.04,1.0,0.0,997.082666429204,0.0,997.082666429204
1668307182.779146,1264.84,-0.1100000000001273,-1.66,-1.62,1.0,0.0,997.082666429204,0.0,997.082666429204
1668307243.0675356,1265.08,0.2400000000000091,-1.56,0.0999999999999998,0.0,1.0,0.0,0.7881577974746293,997.082666429204
1668307303.571981,1265.65,0.5700000000001637,0.23,1.79,0.0,1.0,0.0,0.7881577974746293,997.5319163737648
1668307363.6368344,1266.14,0.4900000000000091,1.21,0.98,0.0,1.0,0.0,0.7881577974746293,997.9181136945272
1668307423.7012866,1267.31,1.1699999999998454,2.62,1.41,0.0,1.0,0.0,0.7881577974746293,998.8402583175724
1668307484.6282177,1267.64,0.3300000000001546,2.92,0.2999999999999998,0.0,1.0,0.0,0.7881577974746293,999.1003503907392
1668307544.415257,1266.95,-0.6900000000000546,2.0,-0.92,1.0,0.0,998.5565215104816,0.0,998.5565215104816
1668307604.5451837,1265.97,-0.9800000000000182,1.41,-0.5900000000000001,1.0,0.0,998.5565215104816,0.0,998.5565215104816
1668307665.6398566,1266.31,0.3399999999999181,1.64,0.2299999999999999,0.0,1.0,0.0,0.7885561367362507,998.5565215104816
1668307725.460638,1266.09,-0.2200000000000272,1.24,-0.3999999999999999,1.0,0.0,998.3830391603996,0.0,998.3830391603996
1668307785.5330048,1266.8,0.7100000000000364,1.79,0.55,0.0,1.0,0.0,0.7881141767922321,998.3830391603996
1668307846.9016457,1265.75,-1.0499999999999543,0.7,-1.09,1.0,0.0,997.5555192747676,0.0,997.5555192747676
1668307906.3257923,1265.99,0.2400000000000091,0.53,-0.1699999999999999,1.0,0.0,997.5555192747676,0.0,997.5555192747676
1668307966.2771857,1265.4,-0.5899999999999181,-1.18,-1.71,1.0,0.0,997.5555192747676,0.0,997.5555192747676
1668308027.44987,1265.31,-0.0900000000001455,-2.11,-0.93,1.0,0.0,997.5555192747676,0.0,997.5555192747676
1668308088.0438447,1265.14,-0.1699999999998453,-2.61,-0.5,1.0,0.0,997.5555192747676,0.0,997.5555192747676
1668308147.3843887,1265.19,0.0499999999999545,-1.45,1.16,0.0,1.0,0.0,0.7884630128872087,997.5555192747676
1668308208.2611463,1265.5,0.3099999999999454,-0.93,0.5199999999999999,0.0,1.0,0.0,0.7884630128872087,997.7999428087626
1668308268.6224942,1266.08,0.5799999999999272,0.44,1.37,0.0,1.0,0.0,0.7884630128872087,998.2572513562372
1668308328.2994962,1266.09,0.0099999999999909,-0.51,-0.95,1.0,0.0,998.265135986366,0.0,998.265135986366
1668308389.0522425,1266.96,0.8700000000001182,1.14,1.65,0.0,1.0,0.0,0.7879215886739644,998.265135986366
1668308449.217224,1267.78,0.8199999999999363,1.7,0.56,0.0,1.0,0.0,0.7879215886739644,998.9112316890786
1668308509.0851138,1268.97,1.1900000000000546,3.31,1.61,0.0,1.0,0.0,0.7879215886739644,999.8488583796006
1668308569.9410536,1271.6,2.6299999999998818,6.27,2.9599999999999995,0.0,1.0,0.0,0.7879215886739644,1001.9210921578132
1668308629.9267595,1270.27,-1.3299999999999272,4.78,-1.489999999999999,1.0,0.0,1000.8731564448768,0.0,1000.8731564448768
1668308690.1908646,1270.68,0.4100000000000818,5.49,0.71,0.0,1.0,0.0,0.7876673564114307,1000.8731564448768
1668308751.1726573,1269.04,-1.6400000000001,3.95,-1.54,1.0,0.0,999.581381980362,0.0,999.581381980362
1668308811.2664278,1268.58,-0.4600000000000364,2.95,-1.0,1.0,0.0,999.581381980362,0.0,999.581381980362
1668308871.514392,1266.33,-2.25,0.1,-2.85,1.0,0.0,999.581381980362,0.0,999.581381980362
1668308932.2590566,1267.66,1.3300000000001546,1.38,1.2799999999999998,0.0,1.0,0.0,0.7885248268308237,999.581381980362
1668308991.989012,1268.32,0.6599999999998545,0.12,-1.2599999999999998,1.0,0.0,1000.1018083660704,0.0,1000.1018083660704
1668309051.991014,1268.6,0.2799999999999727,1.03,0.91,0.0,1.0,0.0,0.7883507869825559,1000.1018083660704
