,time,open,close,macd,mom,rsi
48,1666467362.3918965,19179.27,19180.74,0.65166277,-3.72,51.68013792
49,1666467372.3892906,19179.34,19179.34,0.38167243,-2.15,49.32656679
50,1666467382.592685,19179.34,19179.34,0.38167243,-2.15,49.32656679
51,1666467392.6278377,19179.34,19179.34,0.38167243,-2.15,49.32656679
52,1666467402.4218245,19179.34,19176.29,0.13836758,-5.2,44.01159276
53,1666467413.192599,19179.34,19176.29,0.13836758,-5.2,44.01159276
54,1666467423.1961713,19179.34,19176.29,0.13836758,-5.2,44.01159276
55,1666467433.2186842,19177.85,19177.85,0.07766089,-5.57,46.56507894
56,1666467443.3088324,19177.85,19177.85,0.07766089,-5.57,46.56507894
57,1666467453.192907,19177.85,19177.85,0.07766089,-5.57,46.56507894
58,1666467463.181345,19177.85,19178.97,0.16700562,-4.45,48.85917835
59,1666467473.2288868,19177.85,19178.97,0.16700562,-4.45,48.85917835
60,1666467483.2489016,19177.85,19178.97,0.16700562,-4.45,48.85917835
61,1666467493.5954998,19179.59,19179.59,0.20909627,-4.05,49.97397523
62,1666467503.209278,19179.59,19179.59,0.20909627,-4.05,49.97397523
63,1666467513.222268,19179.59,19179.59,0.20909627,-4.05,49.97397523
64,1666467523.2456107,19179.59,19176.43,-0.0429835,-7.21,44.51786926
65,1666467533.258294,19179.59,19176.43,-0.0429835,-7.21,44.51786926
66,1666467543.2605011,19179.59,19176.43,-0.0429835,-7.21,44.51786926
67,1666467553.2481613,19175.92,19175.92,-0.34973435,-7.03,43.74701825
68,1666467563.25747,19175.92,19175.92,-0.34973435,-7.03,43.74701825
69,1666467573.2565496,19175.92,19175.92,-0.34973435,-7.03,43.74701825
70,1666467583.265242,19175.92,19177.1,-0.2556033,-5.85,46.07368066
71,1666467593.9451911,19175.92,19177.1,-0.2556033,-5.85,46.07368066
72,1666467603.9397414,19175.92,19177.1,-0.2556033,-5.85,46.07368066
73,1666467613.9470642,19177.53,19177.53,-0.37958004,-5.24,46.99547728
74,1666467623.9998474,19177.53,19177.53,-0.37958004,-5.24,46.99547728
75,1666467633.9026268,19177.53,19177.53,-0.37958004,-5.24,46.99547728
76,1666467643.9358025,19177.53,19179.39,-0.23120397,-3.38,50.41721349
77,1666467653.9710786,19177.53,19179.39,-0.23120397,-3.38,50.41721349
78,1666467663.935455,19177.53,19179.39,-0.23120397,-3.38,50.41721349
79,1666467673.9739275,19179.38,19179.38,-0.15134881,-0.1,50.31710551
80,1666467683.9735818,19179.38,19179.38,-0.15134881,-0.1,50.31710551
81,1666467693.973922,19179.38,19179.38,-0.15134881,-0.1,50.31710551
82,1666467703.957092,19179.38,19183.2,0.15338053,3.72,56.54514624
83,1666467714.3593318,19179.38,19183.2,0.15338053,3.72,56.54514624
84,1666467723.9842072,19179.38,19183.2,0.15338053,3.72,56.54514624
85,1666467733.9681964,19179.38,19183.2,0.15338053,3.72,56.54514624
86,1666467744.17396,19182.12,19182.12,0.2640786,7.25,54.95846495
87,1666467753.9716115,19182.12,19182.12,0.2640786,7.25,54.95846495
88,1666467763.9880996,19182.12,19182.86,0.32310994,7.99,56.14511316
89,1666467774.642986,19182.12,19182.86,0.32310994,7.99,56.14511316
90,1666467784.6551716,19182.12,19182.86,0.32310994,7.99,56.14511316
91,1666467794.6436489,19179.23,19179.23,0.05916667,0.62,49.60456852
92,1666467804.655102,19179.23,19179.23,0.05916667,0.62,49.60456852
93,1666467814.6375556,19179.23,19179.23,0.05916667,0.62,49.60456852
94,1666467824.6435497,19179.23,19179.23,0.05916667,0.62,49.60456852
95,1666467834.62704,19179.23,19182.59,0.32720086,3.98,55.26515121
96,1666467844.6379106,19179.23,19182.59,0.32720086,3.98,55.26515121
97,1666467854.666811,19181.56,19181.56,0.3585724,2.29,53.66377271
98,1666467864.6148534,19181.56,19181.56,0.3585724,2.29,53.66377271
99,1666467874.610813,19181.56,19181.56,0.3585724,2.29,53.66377271
100,1666467884.651615,19181.56,19182.91,0.46626471,3.64,55.89242555
101,1666467894.669982,19181.56,19182.91,0.46626471,3.64,55.89242555
102,1666467904.8437164,19181.56,19182.91,0.46626471,3.64,55.89242555
103,1666467914.6874588,19185.37,19185.37,0.95862616,6.59,59.48548033
104,1666467924.6832795,19185.37,19185.37,0.95862616,6.59,59.48548033
105,1666467934.6693556,19185.37,19185.37,0.95862616,6.59,59.48548033
106,1666467944.8237028,19185.37,19185.35,0.95703072,6.57,59.4569033
107,1666467955.3937366,19185.37,19185.35,0.95703072,6.57,59.4569033
108,1666467965.4162796,19185.37,19185.35,0.95703072,6.57,59.4569033
109,1666467975.3966768,19184.71,19184.71,1.11015673,6.86,58.35190295
110,1666467985.4402428,19184.71,19184.71,1.11015673,6.86,58.35190295
111,1666467995.376197,19184.71,19184.71,1.11015673,6.86,58.35190295
112,1666468005.6049392,19184.71,19185.41,1.16599718,7.56,59.43347146
113,1666468015.5386827,19184.71,19185.41,1.16599718,7.56,59.43347146
114,1666468025.428653,19184.71,19185.41,1.16599718,7.56,59.43347146
115,1666468035.4153745,19185.47,19185.47,1.33657947,5.37,59.57651653
116,1666468045.40215,19185.47,19185.47,1.33657947,5.37,59.57651653
117,1666468055.3566978,19185.47,19185.47,1.33657947,5.37,59.57651653
118,1666468065.4256752,19185.47,19186.13,1.38922904,6.03,60.61147995
119,1666468075.4300656,19185.47,19186.13,1.38922904,6.03,60.61147995
120,1666468085.5737054,19185.47,19186.13,1.38922904,6.03,60.61147995
121,1666468095.6397295,19184.08,19184.08,1.25147381,8.16,56.4888096
122,1666468105.4462006,19184.08,19184.08,1.25147381,8.16,56.4888096
123,1666468115.4010592,19184.08,19184.08,1.25147381,8.16,56.4888096
124,1666468125.418481,19184.08,19183.32,1.19084703,7.4,55.01094164
125,1666468136.113984,19184.08,19183.32,1.19084703,7.4,55.01094164
126,1666468146.138502,19184.08,19183.32,1.19084703,7.4,55.01094164
127,1666468156.0788128,19181.04,19181.04,0.88172248,4.37,50.27392044
128,1666468166.2694302,19181.04,19181.04,0.88172248,4.37,50.27392044
129,1666468176.1297426,19181.04,19181.04,0.88172248,4.37,50.27392044
130,1666468186.145264,19181.04,19178.94,0.71420111,2.27,46.36034447
131,1666468196.1438072,19181.04,19178.94,0.71420111,2.27,46.36034447
132,1666468206.1060517,19181.04,19178.94,0.71420111,2.27,46.36034447
133,1666468216.3538566,19177.11,19177.11,0.1945522,-2.8,43.41521263
134,1666468226.142858,19177.11,19177.11,0.1945522,-2.8,43.41521263
135,1666468236.1234758,19177.11,19177.11,0.1945522,-2.8,43.41521263
136,1666468246.109725,19177.11,19182.5,0.62452371,2.59,52.90497756
137,1666468256.136078,19177.11,19182.5,0.62452371,2.59,52.90497756
138,1666468266.162253,19177.11,19182.5,0.62452371,2.59,52.90497756
139,1666468276.162917,19182.26,19182.26,0.68056139,0.2,52.31720507
140,1666468286.1563194,19182.26,19182.26,0.68056139,0.2,52.31720507
141,1666468296.1610067,19182.26,19182.26,0.68056139,0.2,52.31720507
142,1666468306.1470122,19182.26,19181.25,0.59999159,-0.81,50.68072861
143,1666468316.9114983,19182.26,19181.25,0.59999159,-0.81,50.68072861
144,1666468326.9107926,19182.26,19181.25,0.59999159,-0.81,50.68072861
145,1666468336.9642513,19180.51,19180.51,0.45521199,0.49,49.49914111
146,1666468346.9554095,19180.51,19180.51,0.45521199,0.49,49.49914111
147,1666468356.9712558,19180.51,19180.51,0.45521199,0.49,49.49914111
148,1666468366.9752295,19180.51,19177.91,0.24780458,-2.11,45.63416506
149,1666468376.972865,19180.51,19177.91,0.24780458,-2.11,45.63416506
150,1666468386.982515,19180.51,19177.91,0.24780458,-2.11,45.63416506
151,1666468396.9202125,19179.1,19179.1,0.1585218,-2.46,47.32545294
152,1666468406.9220605,19179.1,19179.1,0.1585218,-2.46,47.32545294
153,1666468416.9559064,19179.1,19179.1,0.1585218,-2.46,47.32545294
154,1666468427.0043364,19179.1,19178.1,0.07874972,-3.46,45.78966034
155,1666468436.9470284,19179.1,19178.1,0.07874972,-3.46,45.78966034
156,1666468446.9531145,19179.1,19178.1,0.07874972,-3.46,45.78966034
157,1666468456.995505,19178.48,19178.48,-0.03029376,-6.51,46.3026687
158,1666468466.9733305,19178.48,19178.48,-0.03029376,-6.51,46.3026687
159,1666468477.0089493,19178.48,19178.48,-0.03029376,-6.51,46.3026687
160,1666468486.9765775,19178.48,19177.53,-0.10607723,-7.46,44.80992138
161,1666468497.6839538,19178.48,19177.53,-0.10607723,-7.46,44.80992138
162,1666468507.719239,19178.48,19177.53,-0.10607723,-7.46,44.80992138
163,1666468517.7153504,19177.2,19177.2,-0.36569988,-7.51,44.31366254
164,1666468527.7163122,19177.2,19177.2,-0.36569988,-7.51,44.31366254
165,1666468537.728481,19177.2,19177.2,-0.36569988,-7.51,44.31366254
166,1666468547.7285175,19177.2,19178.81,-0.23726683,-5.9,47.3757435
167,1666468557.7267897,19177.2,19178.81,-0.23726683,-5.9,47.3757435
168,1666468567.7371016,19177.2,19178.81,-0.23726683,-5.9,47.3757435
169,1666468577.7031069,19178.32,19178.32,-0.38598959,-6.69,46.48006155
170,1666468587.7256486,19178.32,19178.32,-0.38598959,-6.69,46.48006155
171,1666468597.7463307,19178.32,19178.32,-0.38598959,-6.69,46.48006155
172,1666468607.7474835,19178.32,19177.83,-0.42507791,-7.18,45.64343649
173,1666468617.7453904,19178.32,19177.83,-0.42507791,-7.18,45.64343649
174,1666468627.7766628,19178.32,19177.83,-0.42507791,-7.18,45.64343649
175,1666468637.7610898,19179.21,19179.21,-0.37308527,-4.35,48.27792209
176,1666468647.794233,19179.21,19179.21,-0.37308527,-4.35,48.27792209
177,1666468657.7757344,19179.21,19179.21,-0.37308527,-4.35,48.27792209
178,1666468667.7766764,19179.21,19179.5,-0.34995137,-4.06,48.85535254
179,1666468678.4148214,19179.21,19179.5,-0.34995137,-4.06,48.85535254
180,1666468688.410637,19179.21,19179.5,-0.34995137,-4.06,48.85535254
181,1666468698.3958242,19178.67,19178.67,-0.46065663,-2.72,47.18549502
182,1666468708.4091663,19178.67,19178.67,-0.46065663,-2.72,47.18549502
183,1666468718.3973234,19178.67,19178.67,-0.46065663,-2.72,47.18549502
184,1666468728.4015744,19178.67,19182.0,-0.19501561,0.61,53.7494766
185,1666468738.3982997,19178.67,19182.0,-0.19501561,0.61,53.7494766
186,1666468748.383958,19178.67,19182.0,-0.19501561,0.61,53.7494766
187,1666468758.3537228,19183.85,19183.85,0.24386538,6.74,56.73665867
188,1666468768.417624,19183.85,19183.85,0.24386538,6.74,56.73665867
189,1666468778.4598255,19183.85,19183.85,0.24386538,6.74,56.73665867
190,1666468788.6658878,19183.85,19185.42,0.36910754,8.31,59.14806439
191,1666468798.4439962,19183.85,19185.42,0.36910754,8.31,59.14806439
192,1666468808.390782,19183.85,19185.42,0.36910754,8.31,59.14806439
193,1666468818.426717,19183.83,19183.83,0.4664876,0.71,56.69402769
194,1666468828.4177015,19183.83,19183.83,0.4664876,0.71,56.69402769
195,1666468838.4422612,19183.83,19183.83,0.4664876,0.71,56.69402769
196,1666468848.385024,19183.83,19184.95,0.55583233,1.83,58.57133427
197,1666468859.0547965,19183.83,19184.95,0.55583233,1.83,58.57133427
198,1666468869.0511816,19183.83,19184.95,0.55583233,1.83,58.57133427
199,1666468879.0659325,19184.76,19184.76,0.78308942,3.85,58.07154027
200,1666468889.0432982,19184.76,19184.76,0.78308942,3.85,58.07154027
201,1666468899.098357,19184.76,19184.76,0.78308942,3.85,58.07154027
202,1666468909.082163,19184.76,19183.99,0.72166492,3.08,56.2863141
203,1666468919.0637295,19184.76,19183.99,0.72166492,3.08,56.2863141
204,1666468929.020117,19184.76,19183.99,0.72166492,3.08,56.2863141
205,1666468939.0761344,19184.44,19184.44,0.86197331,5.34,57.01935169
206,1666468949.0694788,19184.44,19184.44,0.86197331,5.34,57.01935169
207,1666468959.0493624,19184.44,19184.44,0.86197331,5.34,57.01935169
208,1666468969.0726056,19184.44,19185.3,0.9305773,6.2,58.49719
209,1666468979.0524137,19184.44,19185.3,0.9305773,6.2,58.49719
210,1666468989.086459,19184.44,19185.3,0.9305773,6.2,58.49719
211,1666468999.307431,19184.64,19184.64,1.01273261,5.43,57.27119807
212,1666469009.1266048,19184.64,19184.64,1.01273261,5.43,57.27119807
213,1666469019.116496,19184.64,19184.64,1.01273261,5.43,57.27119807
214,1666469029.0944867,19184.64,19184.5,1.00156452,5.29,56.92263739
215,1666469039.709889,19184.64,19184.5,1.00156452,5.29,56.92263739
216,1666469049.7364826,19184.64,19184.5,1.00156452,5.29,56.92263739
217,1666469059.8470874,19185.8,19185.8,1.28422005,8.6,59.10150304
218,1666469069.6957152,19185.8,19185.8,1.28422005,8.6,59.10150304
219,1666469079.727156,19185.8,19185.8,1.28422005,8.6,59.10150304
220,1666469089.6979003,19185.8,19182.91,1.05367874,5.71,52.43749243
221,1666469099.6913536,19185.8,19182.91,1.05367874,5.71,52.43749243
222,1666469109.694667,19185.8,19182.91,1.05367874,5.71,52.43749243
223,1666469119.7162886,19183.38,19183.38,1.04581745,5.06,53.41702037
224,1666469129.7052724,19183.38,19183.38,1.04581745,5.06,53.41702037
225,1666469139.7194943,19183.38,19183.38,1.04581745,5.06,53.41702037
226,1666469149.6962433,19183.38,19183.89,1.08650121,5.57,54.41215307
227,1666469159.708604,19183.38,19183.89,1.08650121,5.57,54.41215307
228,1666469169.7192276,19183.38,19183.89,1.08650121,5.57,54.41215307
229,1666469179.755383,19183.09,19183.09,0.93581364,4.39,52.73496986
230,1666469189.7508972,19183.09,19183.09,0.93581364,4.39,52.73496986
231,1666469199.9108996,19183.09,19183.09,0.93581364,4.39,52.73496986
232,1666469209.7165458,19183.09,19185.38,1.1184917,6.68,57.07678046
233,1666469220.352838,19183.09,19185.38,1.1184917,6.68,57.07678046
234,1666469230.35442,19183.09,19185.38,1.1184917,6.68,57.07678046
235,1666469240.3752933,19184.67,19184.67,1.10231619,6.03,55.81844988
236,1666469250.3528872,19184.67,19184.67,1.10231619,6.03,55.81844988
237,1666469260.3760126,19184.67,19183.57,1.0145669,4.93,53.2155353
238,1666469270.3904765,19184.67,19183.57,1.0145669,4.93,53.2155353
239,1666469280.5003393,19184.67,19183.57,1.0145669,4.93,53.2155353
240,1666469290.3696623,19183.66,19183.66,0.97929548,-0.19,53.41759908
241,1666469300.3692358,19183.66,19183.66,0.97929548,-0.19,53.41759908
242,1666469310.3219018,19183.66,19183.66,0.97929548,-0.19,53.41759908
243,1666469320.3420372,19183.66,19183.66,0.97929548,-0.19,53.41759908
244,1666469330.3513503,19183.66,19183.67,0.98009321,-0.18,53.44208991
245,1666469340.382512,19183.66,19183.67,0.98009321,-0.18,53.44208991
246,1666469350.379414,19183.66,19183.67,0.98009321,-0.18,53.44208991
247,1666469360.395795,19184.95,19184.95,1.10921793,1.12,56.04047092
248,1666469370.4130256,19184.95,19184.95,1.10921793,1.12,56.04047092
249,1666469380.4191566,19184.95,19184.95,1.10921793,1.12,56.04047092
250,1666469390.3928616,19184.95,19184.9,1.10522933,1.07,55.93776395
251,1666469401.22805,19184.95,19184.9,1.10522933,1.07,55.93776395
252,1666469411.0784647,19183.92,19183.92,0.9796406,-1.08,53.51030875
253,1666469421.0750642,19183.92,19183.92,0.9796406,-1.08,53.51030875
254,1666469431.1181278,19183.92,19183.92,0.9796406,-1.08,53.51030875
255,1666469441.1346064,19183.92,19185.9,1.13758931,0.9,57.57756632
256,1666469451.3065572,19183.92,19185.9,1.13758931,0.9,57.57756632
257,1666469461.1002507,19183.92,19185.9,1.13758931,0.9,57.57756632
258,1666469471.28045,19183.92,19185.9,1.13758931,0.9,57.57756632
259,1666469481.1028368,19186.91,19186.91,1.36940182,3.15,59.14829921
260,1666469491.239039,19186.91,19186.91,1.36940182,3.15,59.14829921
261,1666469501.1128547,19186.91,19185.46,1.2537323,1.7,55.55759482
262,1666469511.1306212,19186.91,19185.46,1.2537323,1.7,55.55759482
263,1666469521.1417284,19186.91,19185.46,1.2537323,1.7,55.55759482
264,1666469531.1409657,19186.91,19185.46,1.2537323,1.7,55.55759482
265,1666469541.1577156,19183.31,19183.31,0.94776126,-1.46,50.96963727
266,1666469551.1485426,19183.31,19183.31,0.94776126,-1.46,50.96963727
267,1666469561.0888586,19183.31,19184.81,1.06741938,0.04,53.83404763
268,1666469571.1443765,19183.31,19184.81,1.06741938,0.04,53.83404763
269,1666469581.772514,19183.31,19184.81,1.06741938,0.04,53.83404763
270,1666469591.782637,19183.31,19184.81,1.06741938,0.04,53.83404763
271,1666469601.822579,19184.98,19184.98,1.0793911,-1.17,54.04763055
272,1666469611.7646017,19184.98,19184.98,1.0793911,-1.17,54.04763055
273,1666469621.8232555,19184.98,19184.98,1.0793911,-1.17,54.04763055
274,1666469631.8311982,19184.98,19183.19,0.93659908,-2.96,50.34884371
275,1666469641.85038,19184.98,19183.19,0.93659908,-2.96,50.34884371
276,1666469651.7886083,19180.04,19180.04,0.30759887,-3.34,45.29923266
277,1666469661.8443828,19180.04,19180.04,0.30759887,-3.34,45.29923266
278,1666469671.823217,19180.04,19180.04,0.30759887,-3.34,45.29923266
279,1666469681.8321316,19180.04,19179.35,0.25255614,-4.03,43.95254552
280,1666469691.8236463,19180.04,19179.35,0.25255614,-4.03,43.95254552
281,1666469701.7899184,19180.04,19179.35,0.25255614,-4.03,43.95254552
282,1666469711.836171,19180.62,19180.62,0.1549138,-2.12,46.41412083
283,1666469721.79602,19180.62,19180.62,0.1549138,-2.12,46.41412083
284,1666469731.8295522,19180.62,19180.62,0.1549138,-2.12,46.41412083
285,1666469741.8556042,19180.62,19179.01,0.02648075,-3.73,43.86508939
286,1666469752.1614013,19180.62,19179.01,0.02648075,-3.73,43.86508939
287,1666469762.4230294,19180.62,19179.01,0.02648075,-3.73,43.86508939
288,1666469772.4648082,19178.41,19178.41,-0.33200324,-6.26,42.99146791
289,1666469782.4441152,19178.41,19178.41,-0.33200324,-6.26,42.99146791
290,1666469792.4581084,19178.41,19178.41,-0.33200324,-6.26,42.99146791
291,1666469802.471511,19178.41,19178.27,-0.34317133,-6.4,42.77085986
292,1666469812.4480214,19178.41,19178.27,-0.34317133,-6.4,42.77085986
293,1666469822.468463,19178.41,19178.27,-0.34317133,-6.4,42.77085986
294,1666469832.4558425,19177.47,19177.47,-0.70383929,-6.2,41.57939568
295,1666469842.4668288,19177.47,19177.47,-0.70383929,-6.2,41.57939568
296,1666469852.452378,19177.47,19177.47,-0.70383929,-6.2,41.57939568
297,1666469862.4156256,19177.47,19177.46,-0.70463702,-6.21,41.56380938
298,1666469872.418374,19177.47,19177.46,-0.70463702,-6.21,41.56380938
299,1666469882.4444287,19177.47,19177.46,-0.70463702,-6.21,41.56380938
300,1666469892.486522,19178.0,19178.0,-0.85039172,-6.83,42.73852433
301,1666469902.4619882,19178.0,19178.0,-0.85039172,-6.83,42.73852433
302,1666469912.4756494,19178.0,19178.0,-0.85039172,-6.83,42.73852433
303,1666469922.4602444,19178.0,19177.2,-0.91420938,-7.63,41.43106997
304,1666469932.4547565,19178.0,19177.2,-0.91420938,-7.63,41.43106997
305,1666469943.295916,19178.0,19177.2,-0.91420938,-7.63,41.43106997
306,1666469953.4805994,19178.0,19177.2,-0.91420938,-7.63,41.43106997
307,1666469963.4152217,19179.25,19179.25,-0.85325357,-4.67,45.51013045
308,1666469973.313637,19179.25,19179.25,-0.85325357,-4.67,45.51013045
309,1666469983.2817588,19179.25,19179.25,-0.85325357,-4.67,45.51013045
310,1666469993.3267248,19179.25,19177.69,-0.97769801,-6.23,42.44417417
311,1666470003.2912896,19179.25,19177.69,-0.97769801,-6.23,42.44417417
312,1666470013.3011518,19177.75,19177.75,-1.09719049,-9.41,42.54639978
313,1666470023.3211536,19177.75,19177.75,-1.09719049,-9.41,42.54639978
314,1666470033.2986524,19177.75,19177.75,-1.09719049,-9.41,42.54639978
315,1666470043.3114274,19177.75,19179.89,-0.92647824,-7.27,47.41137513
316,1666470053.323086,19177.75,19179.89,-0.92647824,-7.27,47.41137513
317,1666470063.3371103,19177.75,19179.89,-0.92647824,-7.27,47.41137513
318,1666470073.333403,19180.19,19180.19,-0.82235015,-3.12,48.03059902
319,1666470083.3644383,19180.19,19180.19,-0.82235015,-3.12,48.03059902
320,1666470093.343564,19180.19,19180.19,-0.82235015,-3.12,48.03059902
321,1666470103.3986278,19180.19,19179.07,-0.91169488,-4.24,45.90676655
322,1666470113.521923,19180.19,19179.07,-0.91169488,-4.24,45.90676655
323,1666470124.155496,19180.19,19179.07,-0.91169488,-4.24,45.90676655
324,1666470134.158011,19179.98,19179.98,-0.78313047,-5.19,47.58905691
325,1666470144.1094294,19179.98,19179.98,-0.78313047,-5.19,47.58905691
326,1666470154.1373355,19179.98,19179.98,-0.78313047,-5.19,47.58905691
327,1666470164.131837,19179.98,19181.11,-0.69298802,-4.06,50.07679584
328,1666470174.2656236,19179.98,19181.11,-0.69298802,-4.06,50.07679584
329,1666470184.132532,19179.98,19181.11,-0.69298802,-4.06,50.07679584
330,1666470194.1369803,19180.9,19180.9,-0.63742683,1.64,49.69375805
331,1666470204.1361728,19180.9,19180.9,-0.63742683,1.64,49.69375805
332,1666470214.1378367,19180.9,19180.9,-0.63742683,1.64,49.69375805
333,1666470224.1478033,19180.9,19181.58,-0.58318181,2.32,51.22925009
334,1666470234.1947782,19180.9,19181.58,-0.58318181,2.32,51.22925009
335,1666470244.1542563,19180.9,19181.58,-0.58318181,2.32,51.22925009
336,1666470254.1875503,19181.4,19181.4,-0.5030689,0.52,50.90377122
337,1666470264.1910331,19181.4,19181.4,-0.5030689,0.52,50.90377122
338,1666470274.1811175,19181.4,19181.4,-0.5030689,0.52,50.90377122
339,1666470284.3197522,19181.4,19181.51,-0.49429397,0.63,51.16517538
340,1666470294.1764195,19181.4,19181.51,-0.49429397,0.63,51.16517538
341,1666470304.8497474,19181.4,19181.51,-0.49429397,0.63,51.16517538
342,1666470314.864367,19181.64,19181.64,-0.3631427,3.24,51.47054122
343,1666470324.975019,19181.64,19181.64,-0.3631427,3.24,51.47054122
344,1666470334.862764,19181.64,19181.64,-0.3631427,3.24,51.47054122
345,1666470344.856197,19181.64,19182.56,-0.28975238,4.16,53.67807126
346,1666470355.0781302,19181.64,19182.56,-0.28975238,4.16,53.67807126
347,1666470364.865131,19181.64,19182.56,-0.28975238,4.16,53.67807126
348,1666470374.843758,19180.89,19180.89,-0.34760882,3.42,49.47546627
349,1666470384.8906553,19180.89,19180.89,-0.34760882,3.42,49.47546627
350,1666470394.862657,19180.89,19180.89,-0.34760882,3.42,49.47546627
351,1666470404.8685572,19180.89,19181.37,-0.30931823,3.9,50.77318878
352,1666470414.8899877,19180.89,19181.37,-0.30931823,3.9,50.77318878
353,1666470424.910322,19180.89,19181.37,-0.30931823,3.9,50.77318878
354,1666470434.905879,19180.89,19181.37,-0.30931823,3.9,50.77318878
355,1666470444.8920302,19181.01,19181.01,-0.25935264,2.96,49.69910601
356,1666470455.120727,19181.01,19181.01,-0.25935264,2.96,49.69910601
357,1666470464.9120977,19181.01,19179.48,-0.38140392,1.43,45.74994797
358,1666470474.9358816,19181.01,19179.48,-0.38140392,1.43,45.74994797
359,1666470485.5180993,19181.01,19179.48,-0.38140392,1.43,45.74994797
360,1666470495.6294162,19180.32,19180.32,-0.35188095,1.69,48.03080475
361,1666470505.5244567,19180.32,19180.32,-0.35188095,1.69,48.03080475
362,1666470515.5665488,19180.32,19180.32,-0.35188095,1.69,48.03080475
363,1666470525.5429935,19180.32,19179.06,-0.45239377,0.43,44.63196622
364,1666470535.5815442,19180.32,19179.06,-0.45239377,0.43,44.63196622
365,1666470545.5642931,19180.32,19179.06,-0.45239377,0.43,44.63196622
366,1666470555.671228,19176.09,19176.09,-0.98218505,-1.66,39.11576944
367,1666470565.5329292,19176.09,19176.09,-0.98218505,-1.66,39.11576944
368,1666470575.7442353,19176.09,19176.09,-0.98218505,-1.66,39.11576944
369,1666470585.5493238,19176.09,19175.5,-1.02925057,-2.25,37.36984435
370,1666470595.5964444,19176.09,19175.5,-1.02925057,-2.25,37.36984435
371,1666470605.5701303,19176.09,19175.5,-1.02925057,-2.25,37.36984435
