,time,open,close,macd,mom,rsi
0,1.0,2.0,3.0,4.0,5.0,6.0
1,1666567041.638876,1367.13,1367.13,0.47018862,1.46,53.31133944
2,1666567067.249629,1367.13,1367.31,0.4845476,1.64,54.14756109
