Time,Price,Difference 30m,Cash Allocation,Coin Allocation,Cash Balance,Coin Balance,Value
1668626965.0,1205.7,0.08,1.0,0.0,1000.0,0.0,1000.0
1668627025.0,1205.99,0.52,0.0,1.0,0.0,0.8291942719259695,1000.0
1668627085.0,1203.51,-1.79,1.0,0.0,997.9435982056236,0.0,997.9435982056236
1668627144.0,1203.5,-1.55,1.0,0.0,997.9435982056236,0.0,997.9435982056236
1668627205.0,1202.0,-2.81,1.0,0.0,997.9435982056236,0.0,997.9435982056236
1668627265.0,1203.45,-1.09,1.0,0.0,997.9435982056236,0.0,997.9435982056236
1668627324.0,1203.55,-0.77,1.0,0.0,997.9435982056236,0.0,997.9435982056236
1668627385.0,1203.33,-0.79,1.0,0.0,997.9435982056236,0.0,997.9435982056236
1668627444.0,1203.7,-0.19,1.0,0.0,997.9435982056236,0.0,997.9435982056236
1668627505.0,1205.16,1.33,0.0,1.0,0.0,0.8280590114222374,997.9435982056236
1668627565.0,1208.26,4.42,0.0,1.0,0.0,0.8280590114222374,1000.5105811410324
1668627625.0,1206.47,2.51,0.0,1.0,0.0,0.8280590114222374,999.0283555105868
1668627684.0,1207.74,3.78,0.0,1.0,0.0,0.8280590114222374,1000.0799904550928
1668627744.0,1207.46,3.42,0.0,1.0,0.0,0.8280590114222374,999.8481339318948
1668627805.0,1208.9,4.74,0.0,1.0,0.0,0.8280590114222374,1001.0405389083428
1668627865.0,1207.69,3.3,0.0,1.0,0.0,0.8280590114222374,1000.0385875045218
1668627925.0,1206.28,1.65,0.0,1.0,0.0,0.8280590114222374,998.8710242984164
1668627985.0,1206.9,2.1,0.0,1.0,0.0,0.8280590114222374,999.3844208854983
1668628045.0,1206.33,1.32,0.0,1.0,0.0,0.8280590114222374,998.9124272489876
1668628104.0,1207.32,2.15,0.0,1.0,0.0,0.8280590114222374,999.7322056702956
1668628165.0,1206.55,1.21,0.0,1.0,0.0,0.8280590114222374,999.0946002315004
1668628224.0,1206.85,1.37,0.0,1.0,0.0,0.8280590114222374,999.343017934927
1668628284.0,1207.95,2.35,0.0,1.0,0.0,0.8280590114222374,1000.2538828474916
1668628345.0,1209.02,3.26,0.0,1.0,0.0,0.8280590114222374,1001.1399059897134
1668628404.0,1209.14,3.24,0.0,1.0,0.0,0.8280590114222374,1001.2392730710842
1668628465.0,1208.6,2.57,0.0,1.0,0.0,0.8280590114222374,1000.792121204916
1668628525.0,1207.53,1.38,0.0,1.0,0.0,0.8280590114222374,999.9060980626942
1668628585.0,1208.55,2.34,0.0,1.0,0.0,0.8280590114222374,1000.750718254345
1668628645.0,1209.14,2.81,0.0,1.0,0.0,0.8280590114222374,1001.2392730710842
1668628705.0,1208.85,2.42,0.0,1.0,0.0,0.8280590114222374,1000.9991359577716
1668628765.0,1209.26,2.75,0.0,1.0,0.0,0.8280590114222374,1001.3386401524548
1668628825.0,1208.7,2.07,0.0,1.0,0.0,0.8280590114222374,1000.8749271060584
1668628885.0,1207.36,0.64,0.0,1.0,0.0,0.8280590114222374,999.7653280307524
1668628945.0,1208.67,1.82,0.0,1.0,0.0,0.8280590114222374,1000.8500853357156
1668629005.0,1207.46,0.44,0.0,1.0,0.0,0.8280590114222374,999.8481339318948
1668629065.0,1206.62,-0.59,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629125.0,1206.16,-1.15,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629185.0,1206.74,-0.66,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629245.0,1206.55,-0.96,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629305.0,1206.28,-1.33,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629365.0,1205.72,-1.92,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629425.0,1205.47,-2.09,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629485.0,1206.39,-1.14,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629545.0,1206.42,-1.06,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629605.0,1206.49,-0.96,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629665.0,1206.48,-0.89,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629725.0,1206.24,-1.09,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629785.0,1206.75,-0.57,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629845.0,1205.01,-2.31,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629905.0,1206.55,-0.73,1.0,0.0,999.1525643623,0.0,999.1525643623
1668629965.0,1206.26,-0.99,1.0,0.0,999.1525643623,0.0,999.1525643623
1668630025.0,1206.44,-0.8,1.0,0.0,999.1525643623,0.0,999.1525643623
1668630085.0,1205.94,-1.29,1.0,0.0,999.1525643623,0.0,999.1525643623
1668630145.0,1205.46,-1.7,1.0,0.0,999.1525643623,0.0,999.1525643623
1668630205.0,1205.66,-1.38,1.0,0.0,999.1525643623,0.0,999.1525643623
1668630265.0,1205.52,-1.4,1.0,0.0,999.1525643623,0.0,999.1525643623
1668630325.0,1205.62,-1.2,1.0,0.0,999.1525643623,0.0,999.1525643623
1668630385.0,1205.35,-1.41,1.0,0.0,999.1525643623,0.0,999.1525643623
1668630445.0,1205.72,-0.93,1.0,0.0,999.1525643623,0.0,999.1525643623
1668630505.0,1207.2,0.66,0.0,1.0,0.0,0.8276611699488899,999.1525643623
1668630565.0,1207.7,1.22,0.0,1.0,0.0,0.8276611699488899,999.5663949472744
1668630625.0,1207.65,1.22,0.0,1.0,0.0,0.8276611699488899,999.525011888777
1668630685.0,1209.55,3.15,0.0,1.0,0.0,0.8276611699488899,1001.0975681116798
1668630745.0,1210.71,4.24,0.0,1.0,0.0,0.8276611699488899,1002.0576550688206
1668630805.0,1209.05,2.51,0.0,1.0,0.0,0.8276611699488899,1000.6837375267054
1668630865.0,1206.22,-0.37,1.0,0.0,998.34145641575,0.0,998.34145641575
1668630925.0,1206.0,-0.58,1.0,0.0,998.34145641575,0.0,998.34145641575
1668630985.0,1207.76,1.19,0.0,1.0,0.0,0.8266058293168759,998.34145641575
1668631045.0,1207.86,1.25,0.0,1.0,0.0,0.8266058293168759,998.4241169986816
1668631105.0,1207.33,0.68,0.0,1.0,0.0,0.8266058293168759,997.9860159091436
1668631165.0,1207.15,0.47,0.0,1.0,0.0,0.8266058293168759,997.8372268598667
1668631225.0,1207.36,0.63,0.0,1.0,0.0,0.8266058293168759,998.0108140840232
1668631286.0,1207.34,0.55,0.0,1.0,0.0,0.8266058293168759,997.9942819674368
1668631345.0,1208.81,1.98,0.0,1.0,0.0,0.8266058293168759,999.2093925365328
1668631405.0,1208.37,1.46,0.0,1.0,0.0,0.8266058293168759,998.8456859716332
1668631465.0,1209.27,2.3,0.0,1.0,0.0,0.8266058293168759,999.5896312180184
1668631525.0,1210.29,3.23,0.0,1.0,0.0,0.8266058293168759,1000.4327691639216
1668631585.0,1208.96,1.76,0.0,1.0,0.0,0.8266058293168759,999.3333834109304
1668631645.0,1209.66,2.39,0.0,1.0,0.0,0.8266058293168759,999.9120074914522
1668631705.0,1211.36,3.93,0.0,1.0,0.0,0.8266058293168759,1001.3172374012906
1668631766.0,1210.2,2.61,0.0,1.0,0.0,0.8266058293168759,1000.3583746392832
1668631825.0,1210.61,2.89,0.0,1.0,0.0,0.8266058293168759,1000.697283029303
1668631885.0,1210.43,2.57,0.0,1.0,0.0,0.8266058293168759,1000.548493980026
1668631945.0,1210.34,2.33,0.0,1.0,0.0,0.8266058293168759,1000.4740994553874
1668632005.0,1211.02,2.85,0.0,1.0,0.0,0.8266058293168759,1001.036191419323
1668632065.0,1210.84,2.49,0.0,1.0,0.0,0.8266058293168759,1000.887402370046
1668632125.0,1210.99,2.47,0.0,1.0,0.0,0.8266058293168759,1001.0113932444436
1668632185.0,1210.52,1.82,0.0,1.0,0.0,0.8266058293168759,1000.6228885046646
1668632245.0,1213.44,4.56,0.0,1.0,0.0,0.8266058293168759,1003.03657752627
1668632305.0,1212.49,3.36,0.0,1.0,0.0,0.8266058293168759,1002.2513019884188
1668632365.0,1212.09,2.78,0.0,1.0,0.0,0.8266058293168759,1001.920659656692
1668632425.0,1212.53,3.07,0.0,1.0,0.0,0.8266058293168759,1002.2843662215914
1668632485.0,1211.51,1.89,0.0,1.0,0.0,0.8266058293168759,1001.4412282756884
1668632545.0,1211.77,2.09,0.0,1.0,0.0,0.8266058293168759,1001.6561457913108
1668632665.0,1211.79,2.07,0.0,1.0,0.0,0.8266058293168759,1001.672677907897
1668632905.0,1213.18,3.37,0.0,1.0,0.0,0.8266058293168759,1002.8216600106476
1668633025.0,1213.38,3.34,0.0,1.0,0.0,0.8266058293168759,1002.9869811765108
1668633566.0,1210.11,-0.18,1.0,0.0,1000.2839801146446,0.0,1000.2839801146446
1668633626.0,1210.39,0.02,0.0,1.0,0.0,0.8264146102616879,1000.2839801146446
1668633686.0,1208.96,-1.49,1.0,0.0,999.1022072219704,0.0,999.1022072219704
1668633747.0,1210.86,0.35,0.0,1.0,0.0,0.8251178560873845,999.1022072219704
1668633807.0,1210.59,-0.04,1.0,0.0,998.8794254008268,0.0,998.8794254008268
1668633867.0,1212.53,1.79,0.0,1.0,0.0,0.8237977001812959,998.8794254008268
1668633928.0,1210.19,-0.72,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668633988.0,1210.19,-0.77,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634048.0,1209.53,-1.49,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634109.0,1209.27,-1.76,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634169.0,1209.42,-1.57,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634229.0,1209.49,-1.52,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634290.0,1208.58,-2.42,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634350.0,1208.15,-2.76,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634410.0,1208.45,-2.39,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634471.0,1208.13,-2.64,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634532.0,1208.52,-2.17,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634591.0,1207.85,-2.78,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634652.0,1207.92,-2.6,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634712.0,1208.28,-2.15,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634772.0,1207.92,-2.42,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634833.0,1207.92,-2.33,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634893.0,1208.04,-2.03,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668634953.0,1207.98,-1.94,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635014.0,1207.55,-2.23,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635074.0,1207.01,-2.61,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635134.0,1207.03,-2.44,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635195.0,1207.68,-1.63,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635255.0,1208.04,-1.13,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635315.0,1208.14,-0.86,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635376.0,1206.32,-2.5,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635436.0,1206.33,-2.3677,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635495.0,1207.46,-1.1023,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635556.0,1207.96,-0.5523,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635616.0,1207.65,-0.7657,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635676.0,1206.96,-1.3577,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635737.0,1207.35,-0.782,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635797.0,1207.58,-0.4573,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635858.0,1207.93,-0.0203,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635918.0,1207.57,-0.327,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668635978.0,1207.64,-0.2003,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668636038.0,1207.22,-0.561,1.0,0.0,996.9517387824026,0.0,996.9517387824026
1668636099.0,1207.85,0.1447,0.0,1.0,0.0,0.82539366542402,996.9517387824026
1668636159.0,1208.09,0.409,0.0,1.0,0.0,0.82539366542402,997.1498332621044
1668636219.0,1209.01,1.331,0.0,1.0,0.0,0.82539366542402,997.9091954342944
1668636280.0,1207.8,0.1023,0.0,1.0,0.0,0.82539366542402,996.9104690991312
1668636340.0,1207.35,-0.3367,1.0,0.0,996.5390419496904,0.0,996.5390419496904
1668636401.0,1206.28,-1.3677,1.0,0.0,996.5390419496904,0.0,996.5390419496904
1668636461.0,1206.94,-0.6553,1.0,0.0,996.5390419496904,0.0,996.5390419496904
1668636521.0,1207.96,0.3973,0.0,1.0,0.0,0.8249768551522322,996.5390419496904
1668636581.0,1208.76,1.208,0.0,1.0,0.0,0.8249768551522322,997.1990234338122
1668636641.0,1209.21,1.63,0.0,1.0,0.0,0.8249768551522322,997.5702630186308
1668636701.0,1209.2,1.577,0.0,1.0,0.0,0.8249768551522322,997.5620132500792
1668636761.0,1209.06,1.3983,0.0,1.0,0.0,0.8249768551522322,997.4465164903578
1668636822.0,1209.04,1.3423,0.0,1.0,0.0,0.8249768551522322,997.4300169532548
1668636883.0,1208.83,1.0827,0.0,1.0,0.0,0.8249768551522322,997.2567718136728
1668636942.0,1208.78,0.972,0.0,1.0,0.0,0.8249768551522322,997.2155229709152
1668637003.0,1208.39,0.5237,0.0,1.0,0.0,0.8249768551522322,996.893781997406
1668637063.0,1206.84,-1.05,1.0,0.0,995.6150678719198,0.0,995.6150678719198
1668637123.0,1206.24,-1.61,1.0,0.0,995.6150678719198,0.0,995.6150678719198
1668637184.0,1208.19,0.4033,0.0,1.0,0.0,0.8240550475272265,995.6150678719198
1668637244.0,1207.65,-0.199,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637304.0,1206.36,-1.533,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637365.0,1203.82,-4.0363,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637425.0,1204.0,-3.7183,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637485.0,1203.5,-4.0967,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637546.0,1203.89,-3.5913,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637606.0,1204.17,-3.196,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637666.0,1204.16,-3.0923,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637726.0,1204.29,-2.8367,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637787.0,1204.82,-2.1973,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637846.0,1204.69,-2.2333,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637907.0,1203.34,-3.499,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668637967.0,1203.49,-3.1987,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668638027.0,1203.95,-2.5853,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668638088.0,1204.52,-1.8467,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668638148.0,1204.75,-1.5073,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668638208.0,1204.86,-1.3107,1.0,0.0,995.1700781462552,0.0,995.1700781462552
1668638269.0,1206.24,0.1167,0.0,1.0,0.0,0.8250183032781662,995.1700781462552
1668638329.0,1205.49,-0.61,1.0,0.0,994.5513144187966,0.0,994.5513144187966
1668638389.0,1205.85,-0.1677,1.0,0.0,994.5513144187966,0.0,994.5513144187966
1668638450.0,1206.56,0.6393,0.0,1.0,0.0,0.824286661598923,994.5513144187966
1668638510.0,1205.93,0.0977,0.0,1.0,0.0,0.824286661598923,994.0320138219894
1668638570.0,1204.7,-1.0233,1.0,0.0,993.0181412282226,0.0,993.0181412282226
1668638631.0,1206.19,0.612,0.0,1.0,0.0,0.8232684247326064,993.0181412282226
1668638691.0,1206.51,1.027,0.0,1.0,0.0,0.8232684247326064,993.281587124137
1668638751.0,1205.87,0.4643,0.0,1.0,0.0,0.8232684247326064,992.754695332308
1668638812.0,1205.91,0.6013,0.0,1.0,0.0,0.8232684247326064,992.7876260692976
1668638872.0,1205.75,0.524,0.0,1.0,0.0,0.8232684247326064,992.6559031213402
1668638932.0,1206.69,1.5003,0.0,1.0,0.0,0.8232684247326064,993.4297754405889
1668638993.0,1207.87,2.6653,0.0,1.0,0.0,0.8232684247326064,994.4012321817733
1668639052.0,1208.72,3.526,0.0,1.0,0.0,0.8232684247326064,995.101010342796
1668639113.0,1209.89,4.6603,0.0,1.0,0.0,0.8232684247326064,996.0642343997332
1668639173.0,1209.55,4.2027,0.0,1.0,0.0,0.8232684247326064,995.784323135324
1668639233.0,1213.26,7.7217,0.0,1.0,0.0,0.8232684247326064,998.838648991082
1668639294.0,1213.44,7.593,0.0,1.0,0.0,0.8232684247326064,998.986837307534
1668639354.0,1212.74,6.5617,0.0,1.0,0.0,0.8232684247326064,998.4105494102212
1668639414.0,1212.37,5.8967,0.0,1.0,0.0,0.8232684247326064,998.10594009307
1668639475.0,1213.75,7.0033,0.0,1.0,0.0,0.8232684247326064,999.242050519201
1668639535.0,1213.04,5.9737,0.0,1.0,0.0,0.8232684247326064,998.6575299376408
1668639595.0,1213.23,5.872,0.0,1.0,0.0,0.8232684247326064,998.81395093834
1668639655.0,1215.86,8.2217,0.0,1.0,0.0,0.8232684247326064,1000.9791468953867
1668639716.0,1218.77,10.7593,0.0,1.0,0.0,0.8232684247326064,1003.3748580113588
1668639776.0,1218.45,9.925,0.0,1.0,0.0,0.8232684247326064,1003.1114121154444
1668639836.0,1219.88,10.8563,0.0,1.0,0.0,0.8232684247326064,1004.288685962812
1668639897.0,1219.42,9.8653,0.0,1.0,0.0,0.8232684247326064,1003.909982487435
1668639957.0,1214.72,4.6687,0.0,1.0,0.0,0.8232684247326064,1000.0406208911916
1668640017.0,1215.82,5.4363,0.0,1.0,0.0,0.8232684247326064,1000.9462161583976
1668640078.0,1217.41,6.661,0.0,1.0,0.0,0.8232684247326064,1002.2552129537224
1668640138.0,1215.86,4.7387,0.0,1.0,0.0,0.8232684247326064,1000.9791468953867
1668640198.0,1217.44,5.973,0.0,1.0,0.0,0.8232684247326064,1002.2799110064644
1668640259.0,1217.49,5.6367,0.0,1.0,0.0,0.8232684247326064,1002.321074427701
1668640318.0,1216.01,3.7923,0.0,1.0,0.0,0.8232684247326064,1001.1026371590968
1668640379.0,1215.9,3.3463,0.0,1.0,0.0,0.8232684247326064,1001.0120776323762
1668640439.0,1215.03,2.103,0.0,1.0,0.0,0.8232684247326064,1000.2958341028587
1668640499.0,1213.94,0.7183,0.0,1.0,0.0,0.8232684247326064,999.3984715199002
1668640560.0,1213.48,0.0107,0.0,1.0,0.0,0.8232684247326064,999.0197680445232
1668640620.0,1212.85,-0.873,1.0,0.0,998.5011089369416,0.0,998.5011089369416
1668640680.0,1211.87,-2.0843,1.0,0.0,998.5011089369416,0.0,998.5011089369416
1668640740.0,1211.46,-2.6983,1.0,0.0,998.5011089369416,0.0,998.5011089369416
1668640801.0,1213.86,-0.4573,1.0,0.0,998.5011089369416,0.0,998.5011089369416
1668640861.0,1216.0,1.483,0.0,1.0,0.0,0.8211357803757743,998.5011089369416
1668640921.0,1215.02,0.2603,0.0,1.0,0.0,0.8211357803757743,997.6963958721732
1668640982.0,1214.67,-0.2607,1.0,0.0,997.4089983490418,0.0,997.4089983490418
1668641042.0,1215.23,0.1287,0.0,1.0,0.0,0.8207573861318778,997.4089983490418
1668641102.0,1214.77,-0.397,1.0,0.0,997.0314499514212,0.0,997.0314499514212
1668641163.0,1216.2,0.9887,0.0,1.0,0.0,0.8197923449691015,997.0314499514212
1668641223.0,1216.18,0.8533,0.0,1.0,0.0,0.8197923449691015,997.015054104522
1668641283.0,1216.47,1.0163,0.0,1.0,0.0,0.8197923449691015,997.2527938845628
1668641344.0,1217.32,1.7757,0.0,1.0,0.0,0.8197923449691015,997.9496173777866
1668641403.0,1217.48,1.793,0.0,1.0,0.0,0.8197923449691015,998.0807841529816
1668641463.0,1216.81,0.9813,0.0,1.0,0.0,0.8197923449691015,997.5315232818524
1668641524.0,1217.08,1.2197,0.0,1.0,0.0,0.8197923449691015,997.752867214994
1668641585.0,1218.38,2.576,0.0,1.0,0.0,0.8197923449691015,998.818597263454
1668641644.0,1218.33,2.5283,0.0,1.0,0.0,0.8197923449691015,998.7776076462052
1668641705.0,1218.48,2.73,0.0,1.0,0.0,0.8197923449691015,998.9005764979509
1668641765.0,1217.05,1.3313,0.0,1.0,0.0,0.8197923449691015,997.7282734446449
1668641825.0,1216.71,0.9137,0.0,1.0,0.0,0.8197923449691015,997.4495440473556
1668641886.0,1216.95,1.124,0.0,1.0,0.0,0.8197923449691015,997.646294210148
1668641946.0,1216.94,1.1293,0.0,1.0,0.0,0.8197923449691015,997.6380962866984
1668642006.0,1215.8,-0.0467,1.0,0.0,996.7035330134336,0.0,996.7035330134336
1668642067.0,1216.49,0.698,0.0,1.0,0.0,0.8193273541199957,996.7035330134336
1668642127.0,1216.27,0.5113,0.0,1.0,0.0,0.8193273541199957,996.5232809955272
1668642187.0,1214.1,-1.6673,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642248.0,1215.14,-0.5673,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642308.0,1214.79,-0.921,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642368.0,1215.73,-0.0093,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642429.0,1213.64,-2.1743,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642489.0,1215.39,-0.4507,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642549.0,1214.33,-1.628,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642610.0,1214.91,-1.1437,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642669.0,1215.16,-0.9287,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642730.0,1215.97,-0.0907,1.0,0.0,994.7453406370868,0.0,994.7453406370868
1668642790.0,1216.68,0.5877,0.0,1.0,0.0,0.8175899502228086,994.7453406370868
1668642851.0,1216.45,0.2907,0.0,1.0,0.0,0.8175899502228086,994.5572949485356
1668642910.0,1216.94,0.74,0.0,1.0,0.0,0.8175899502228086,994.9579140241448
1668642971.0,1216.62,0.3477,0.0,1.0,0.0,0.8175899502228086,994.6962852400732
1668643031.0,1216.36,0.0737,0.0,1.0,0.0,0.8175899502228086,994.4837118530154
1668643091.0,1216.04,-0.2523,1.0,0.0,994.222083068944,0.0,994.222083068944
1668643153.0,1217.32,1.042,0.0,1.0,0.0,0.8167302624362897,994.222083068944
1668643212.0,1216.91,0.632,0.0,1.0,0.0,0.8167302624362897,993.8872236613452
1668643272.0,1217.19,0.931,0.0,1.0,0.0,0.8167302624362897,994.1159081348276
1668643333.0,1216.89,0.6183,0.0,1.0,0.0,0.8167302624362897,993.8708890560966
1668643393.0,1217.27,1.0047,0.0,1.0,0.0,0.8167302624362897,994.1812465558224
1668643453.0,1217.84,1.6117,0.0,1.0,0.0,0.8167302624362897,994.6467828054108
1668643514.0,1218.04,1.828,0.0,1.0,0.0,0.8167302624362897,994.8101288578982
1668643574.0,1217.74,1.5427,0.0,1.0,0.0,0.8167302624362897,994.5651097791674
1668643634.0,1217.84,1.6197,0.0,1.0,0.0,0.8167302624362897,994.6467828054108
1668643695.0,1218.11,1.852,0.0,1.0,0.0,0.8167302624362897,994.8672999762688
1668643755.0,1219.55,3.2533,0.0,1.0,0.0,0.8167302624362897,996.043391554177
1668643815.0,1218.61,2.2263,0.0,1.0,0.0,0.8167302624362897,995.2756651074868
1668643875.0,1218.43,1.9527,0.0,1.0,0.0,0.8167302624362897,995.1286536602483
1668643935.0,1219.2,2.658,0.0,1.0,0.0,0.8167302624362897,995.7575359623244
1668643995.0,1218.6,1.9603,0.0,1.0,0.0,0.8167302624362897,995.2674978048624
1668644056.0,1217.98,1.1903,0.0,1.0,0.0,0.8167302624362897,994.761125042152
1668644116.0,1218.31,1.4257,0.0,1.0,0.0,0.8167302624362897,995.030646028756
1668644176.0,1218.06,1.0583,0.0,1.0,0.0,0.8167302624362897,994.826463463147
1668644238.0,1216.8,-0.2793,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644297.0,1216.6,-0.5847,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644357.0,1216.28,-0.945,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644418.0,1217.03,-0.26,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644478.0,1216.67,-0.6907,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644538.0,1215.17,-2.241,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644599.0,1214.96,-2.4243,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644658.0,1216.1,-1.227,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644720.0,1215.5,-1.8153,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644780.0,1216.6,-0.6673,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644840.0,1216.73,-0.5367,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644899.0,1216.26,-1.019,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668644960.0,1216.35,-0.9363,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668645020.0,1215.8,-1.454,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668645080.0,1216.04,-1.177,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668645141.0,1215.17,-2.0087,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668645201.0,1215.18,-1.9413,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668645261.0,1216.06,-0.9917,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668645322.0,1215.76,-1.2323,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668645382.0,1216.27,-0.6463,1.0,0.0,993.7973833324772,0.0,993.7973833324772
1668645442.0,1217.3,0.4327,0.0,1.0,0.0,0.8163947944898359,993.7973833324772
1668645503.0,1218.25,1.4007,0.0,1.0,0.0,0.8163947944898359,994.5729583872426
1668645563.0,1218.23,1.376,0.0,1.0,0.0,0.8163947944898359,994.5566304913528
1668645623.0,1217.28,0.47,0.0,1.0,0.0,0.8163947944898359,993.7810554365874
1668645684.0,1218.3,1.5343,0.0,1.0,0.0,0.8163947944898359,994.613778126967
1668645744.0,1219.82,3.0587,0.0,1.0,0.0,0.8163947944898359,995.8546982145916
1668645804.0,1220.0,3.218,0.0,1.0,0.0,0.8163947944898359,996.0016492775998
1668645865.0,1219.19,2.3613,0.0,1.0,0.0,0.8163947944898359,995.340369494063
1668645926.0,1219.0,2.131,0.0,1.0,0.0,0.8163947944898359,995.18525448311
1668645986.0,1218.6,1.708,0.0,1.0,0.0,0.8163947944898359,994.858696565314
1668646046.0,1218.48,1.57,0.0,1.0,0.0,0.8163947944898359,994.7607291899752
1668646107.0,1217.79,0.824,0.0,1.0,0.0,0.8163947944898359,994.1974167817772
1668646166.0,1219.63,2.6243,0.0,1.0,0.0,0.8163947944898359,995.6995832036388
1668646227.0,1225.69,8.5727,0.0,1.0,0.0,0.8163947944898359,1000.646935658247
