Time,Price,Change,Cash Allocation,Coin Allocation,Cash Balance,Coin Balance,Value
1669827708.2715902,16868.22,10.63000000000102,1.0,0.0,1042.7509106087834,0.0,1042.7509106087834
1669827768.1215498,16865.86,-2.360000000000582,0.0,1.0,0.0,0.0618261334203404,1042.7509106087834
1669827828.6071076,16860.28,-5.580000000001746,0.0,1.0,0.0,0.0618261334203404,1042.4059207842968
1669827888.348037,16859.51,-0.7700000000004366,0.0,1.0,0.0,0.0618261334203404,1042.358314661563
1669827948.1732285,16861.17,1.6599999999998545,1.0,0.0,1042.4609460430408,0.0,1042.4609460430408
1669828008.1452367,16853.01,-8.159999999999854,0.0,1.0,0.0,0.0618560687997598,1042.4609460430408
1669828068.2930136,16853.23,0.2200000000011641,1.0,0.0,1042.4745543781758,0.0,1042.4745543781758
1669828128.2540996,16844.14,-9.090000000000146,0.0,1.0,0.0,0.0618894496470687,1042.4745543781758
1669828188.2331529,16843.42,-0.7200000000011642,0.0,1.0,0.0,0.0618894496470687,1042.42999397443
1669828248.5695393,16848.21,4.790000000000873,1.0,0.0,1042.7264444382392,0.0,1042.7264444382392
1669828308.157819,16849.34,1.1300000000010186,1.0,0.0,1042.7264444382392,0.0,1042.7264444382392
1669828368.109283,16840.0,-9.340000000000146,0.0,1.0,0.0,0.0619196225913443,1042.7264444382392
1669828428.221369,16845.66,5.659999999999855,1.0,0.0,1043.076909502105,0.0,1043.076909502105
1669828488.2016704,16848.07,2.4099999999998545,1.0,0.0,1043.076909502105,0.0,1043.076909502105
1669828548.2413075,16846.88,-1.1899999999986903,0.0,1.0,0.0,0.0619151385599057,1043.076909502105
1669828608.1807375,16844.62,-2.2600000000020373,0.0,1.0,0.0,0.0619151385599057,1042.9369812889586
1669828668.212737,16838.97,-5.649999999997817,0.0,1.0,0.0,0.0619151385599057,1042.5871607560953
1669828728.1655414,16837.25,-1.7200000000011642,0.0,1.0,0.0,0.0619151385599057,1042.4806667177722
1669828788.2838671,16830.09,-7.159999999999855,0.0,1.0,0.0,0.0619151385599057,1042.0373543256833
1669828848.1957772,16815.97,-14.11999999999898,0.0,1.0,0.0,0.0619151385599057,1041.1631125692174
1669828908.4587994,16815.67,-0.3000000000029104,0.0,1.0,0.0,0.0619151385599057,1041.144538027649
1669828968.1108985,16812.32,-3.349999999998545,0.0,1.0,0.0,0.0619151385599057,1040.9371223134738
1669829028.2301066,16795.72,-16.599999999998545,0.0,1.0,0.0,0.0619151385599057,1039.9093310133794
1669829088.201863,16740.45,-55.27000000000044,0.0,1.0,0.0,0.0619151385599057,1036.4872813051734
1669829148.2138157,16736.04,-4.409999999999855,0.0,1.0,0.0,0.0619151385599057,1036.2142355441242
1669829208.1691391,16745.82,9.779999999998836,1.0,0.0,1036.81976559924,0.0,1036.81976559924
1669829268.1836812,16757.49,11.670000000001892,1.0,0.0,1036.81976559924,0.0,1036.81976559924
1669829571.6782146,16756.67,-0.180000000000291,0.0,1.0,0.0,0.061875048300124,1036.81976559924
1669829628.1496964,16756.67,0.0,0.0,1.0,0.0,0.061875048300124,1036.8197655992387
1669829688.253162,16765.82,9.150000000001455,1.0,0.0,1037.385922291185,0.0,1037.385922291185
1669829748.2276504,16769.2,3.380000000001018,1.0,0.0,1037.385922291185,0.0,1037.385922291185
1669829808.221845,16771.6,2.399999999997817,1.0,0.0,1037.385922291185,0.0,1037.385922291185
1669829868.3560758,16771.61,0.0100000000020372,1.0,0.0,1037.385922291185,0.0,1037.385922291185
1669829928.2386365,16777.95,6.3400000000001455,1.0,0.0,1037.385922291185,0.0,1037.385922291185
1669829988.4562297,16774.26,-3.690000000002328,0.0,1.0,0.0,0.0618439157549236,1037.385922291185
1669830048.1823628,16774.9,0.6400000000030559,1.0,0.0,1037.425502397268,0.0,1037.425502397268
1669830108.2581682,16783.45,8.549999999999272,1.0,0.0,1037.425502397268,0.0,1037.425502397268
1669830168.171778,16793.32,9.86999999999898,1.0,0.0,1037.425502397268,0.0,1037.425502397268
1669830228.2639046,16787.74,-5.579999999998108,0.0,1.0,0.0,0.0617966148151727,1037.425502397268
1669830288.2679374,16786.15,-1.5900000000001455,0.0,1.0,0.0,0.0617966148151727,1037.3272457797111
1669830348.1517923,16783.82,-2.3300000000017462,0.0,1.0,0.0,0.0617966148151727,1037.1832596671918
1669830408.3665967,16785.37,1.5499999999992724,1.0,0.0,1037.2790444201553,0.0,1037.2790444201553
1669830468.285031,16778.32,-7.049999999999272,0.0,1.0,0.0,0.0618225808317015,1037.2790444201553
1669830528.388812,16775.44,-2.880000000001018,0.0,1.0,0.0,0.0618225808317015,1037.1009953873586
1669830588.303965,16779.7,4.260000000002037,1.0,0.0,1037.3643595817018,0.0,1037.3643595817018
1669830648.1693127,16778.38,-1.319999999999709,0.0,1.0,0.0,0.0618274445793754,1037.3643595817018
1669830708.2470942,16776.12,-2.2600000000020373,0.0,1.0,0.0,0.0618274445793754,1037.2246295569512
1669830768.1781747,16775.69,-0.430000000000291,0.0,1.0,0.0,0.0618274445793754,1037.198043755782
1669830828.1705637,16773.94,-1.75,0.0,1.0,0.0,0.0618274445793754,1037.089845727768
1669830888.2934697,16770.79,-3.149999999997817,0.0,1.0,0.0,0.0618274445793754,1036.8950892773432
1669830948.401129,16786.53,15.739999999997965,1.0,0.0,1037.8682532550224,0.0,1037.8682532550224
1669831008.2872252,16790.05,3.520000000000437,1.0,0.0,1037.8682532550224,0.0,1037.8682532550224
1669831068.2274935,16793.57,3.520000000000437,1.0,0.0,1037.8682532550224,0.0,1037.8682532550224
1669831128.3061695,16784.39,-9.180000000000293,0.0,1.0,0.0,0.0618353275427359,1037.8682532550224
1669831188.2590537,16787.03,2.639999999999418,1.0,0.0,1038.0314985197338,0.0,1038.0314985197338
1669831248.2320275,16785.18,-1.8499999999985448,0.0,1.0,0.0,0.0618421428021465,1038.0314985197338
1669831308.276979,16775.13,-10.049999999999272,0.0,1.0,0.0,0.0618421428021465,1037.4099849845718
1669831368.2083657,16775.16,0.0299999999988358,1.0,0.0,1037.411840248856,0.0,1037.411840248856
1669831428.2451684,16771.83,-3.3299999999981083,0.0,1.0,0.0,0.0618544213868645,1037.411840248856
1669831488.4944067,16769.45,-2.380000000001018,0.0,1.0,0.0,0.0618544213868645,1037.264626725955
1669831548.2273045,16761.85,-7.600000000002183,0.0,1.0,0.0,0.0618544213868645,1036.7945331234146
1669831608.3301806,16768.66,6.81000000000131,1.0,0.0,1037.2157617330593,0.0,1037.2157617330593
1669831668.2215197,16766.25,-2.4099999999998545,0.0,1.0,0.0,0.0618633124123199,1037.2157617330593
1669831728.2891583,16757.78,-8.470000000001164,0.0,1.0,0.0,0.0618633124123199,1036.691779476926
1669831788.2621305,16763.08,5.30000000000291,1.0,0.0,1037.0196550327116,0.0,1037.0196550327116
1669831848.2493007,16761.69,-1.390000000003056,0.0,1.0,0.0,0.0618684425635309,1037.0196550327116
1669831908.3049996,16769.29,7.600000000002183,1.0,0.0,1037.489855196193,0.0,1037.489855196193
1669831968.2414474,16776.52,7.229999999999563,1.0,0.0,1037.489855196193,0.0,1037.489855196193
1669832028.4999838,16782.46,5.93999999999869,1.0,0.0,1037.489855196193,0.0,1037.489855196193
1669832088.3213112,16785.62,3.1599999999998545,1.0,0.0,1037.489855196193,0.0,1037.489855196193
1669832148.615342,16783.52,-2.099999999998545,0.0,1.0,0.0,0.0618159870632735,1037.489855196193
1669832208.2410202,16772.19,-11.330000000001746,0.0,1.0,0.0,0.0618159870632735,1036.789480062765
1669832268.3136363,16779.18,6.990000000001601,1.0,0.0,1037.2215738123375,0.0,1037.2215738123375
1669832328.4566371,16778.6,-0.5800000000017462,0.0,1.0,0.0,0.0618181239085703,1037.2215738123375
1669832388.3401575,16780.0,1.4000000000014552,1.0,0.0,1037.3081191858096,0.0,1037.3081191858096
1669832448.4656656,16773.92,-6.080000000001746,0.0,1.0,0.0,0.0618405309662744,1037.3081191858096
1669832508.327373,16774.2,0.2800000000024738,1.0,0.0,1037.32543453448,0.0,1037.32543453448
1669832568.470076,16776.58,2.380000000001018,1.0,0.0,1037.32543453448,0.0,1037.32543453448
1669832628.2714217,16782.25,5.669999999998254,1.0,0.0,1037.32543453448,0.0,1037.32543453448
1669832688.4688847,16776.5,-5.75,0.0,1.0,0.0,0.0618320528438279,1037.32543453448
1669832748.2633553,16772.12,-4.380000000001019,0.0,1.0,0.0,0.0618320528438279,1037.0546101430227
1669832808.3250213,16773.97,1.8500000000021828,1.0,0.0,1037.168999440784,0.0,1037.168999440784
1669832868.3089812,16767.79,-6.180000000000291,0.0,1.0,0.0,0.0618548418987108,1037.168999440784
1669832928.4928424,16777.14,9.349999999998545,1.0,0.0,1037.747342212537,0.0,1037.747342212537
1669832988.3482616,16756.29,-20.849999999998545,0.0,1.0,0.0,0.0619318084261215,1037.747342212537
1669833048.214009,16836.0,79.70999999999913,1.0,0.0,1042.6839266621814,0.0,1042.6839266621814
1669833108.3038068,16853.49,17.4900000000016,1.0,0.0,1042.6839266621814,0.0,1042.6839266621814
1669833169.2928329,16842.71,-10.780000000002474,0.0,1.0,0.0,0.0619071352924904,1042.6839266621814
1669833228.4888432,16812.54,-30.169999999998254,0.0,1.0,0.0,0.0619071352924904,1040.8161883904063
1669833288.359467,16835.81,23.27000000000044,1.0,0.0,1042.256767428663,0.0,1042.256767428663
1669833348.7286694,16829.31,-6.5,0.0,1.0,0.0,0.0619310457427347,1042.256767428663
1669833408.2443912,16846.13,16.81999999999971,1.0,0.0,1043.2984476180554,0.0,1043.2984476180554
1669833468.3544517,16823.15,-22.979999999999563,0.0,1.0,0.0,0.0620156419943979,1043.2984476180554
1669833528.2395108,16866.73,43.57999999999811,1.0,0.0,1046.001089296171,0.0,1046.001089296171
1669833588.3662784,16927.85,61.11999999999898,1.0,0.0,1046.001089296171,0.0,1046.001089296171
1669833648.333364,16933.42,5.569999999999709,1.0,0.0,1046.001089296171,0.0,1046.001089296171
1669833708.31377,16888.14,-45.27999999999884,0.0,1.0,0.0,0.0619370214420398,1046.001089296171
1669833768.3326595,16899.69,11.549999999999272,1.0,0.0,1046.7164618938257,0.0,1046.7164618938257
1669833828.377071,16843.43,-56.2599999999984,0.0,1.0,0.0,0.0621439019186606,1046.7164618938257
1669833888.3688972,16867.03,23.599999999998545,1.0,0.0,1048.1830579791058,0.0,1048.1830579791058
1669833948.3340764,16863.25,-3.779999999998836,0.0,1.0,0.0,0.0621578318520514,1048.1830579791058
1669834008.307643,16865.6,2.349999999998545,1.0,0.0,1048.329128883958,0.0,1048.329128883958
1669834068.2876182,16862.78,-2.819999999999709,0.0,1.0,0.0,0.0621682266437656,1048.329128883958
1669834128.2738187,16886.59,23.81000000000131,1.0,0.0,1049.809354360346,0.0,1049.809354360346
1669834188.3120816,16918.22,31.63000000000102,1.0,0.0,1049.809354360346,0.0,1049.809354360346
1669834248.302736,16905.36,-12.860000000000582,0.0,1.0,0.0,0.0620992013397139,1049.809354360346
1669834308.525105,16900.92,-4.440000000002328,0.0,1.0,0.0,0.0620992013397139,1049.5336339063974
1669834368.261536,16896.59,-4.329999999998108,0.0,1.0,0.0,0.0620992013397139,1049.2647443645965
1669834428.320459,16899.94,3.349999999998545,1.0,0.0,1049.4727766890844,0.0,1049.4727766890844
1669834548.338354,16915.99,16.05000000000291,1.0,0.0,1049.4727766890844,0.0,1049.4727766890844
1669834608.3576026,16913.32,-2.670000000001892,0.0,1.0,0.0,0.0620500751294887,1049.4727766890844
1669834668.573767,16924.53,11.209999999999129,1.0,0.0,1050.1683580312854,0.0,1050.1683580312854
1669834728.3029635,16945.74,21.210000000002765,1.0,0.0,1050.1683580312854,0.0,1050.1683580312854
1669834788.3647406,16938.39,-7.350000000002183,0.0,1.0,0.0,0.0619993020606613,1050.1683580312854
