time,BTCUSDT,ETHUSDT,BTCUPUSDT,BTCDOWNUSDT
1669838750.0286171,-0.0077673653460778,-0.0009571412514114,-3.0343933421217177e-06,5.984998766923671e-08
1669838809.2316337,-0.0074308102673617,-0.0009251861700019,-2.986433623015867e-06,5.916182134265937e-08
1669838869.8012753,-0.0059975426481824,-0.0006493844949678,-2.1620804127068665e-06,4.354684268445308e-08
1669838929.127513,-0.0061994580713561,-0.0006003341354019,-1.862394185097851e-06,4.4624657298534027e-08
1669838989.07811,-0.0050250103702219,-0.0004560375987144,-1.4202011962143477e-06,3.714343238622518e-08
1669839048.976712,-0.0042187721208703,-0.000405470045163,-1.260065723676719e-06,3.1478407660510714e-08
1669839109.037039,-0.0045541092099585,-0.0004500700715734,-1.0585018783882178e-06,2.703794841134049e-08
1669839169.0770986,-0.0046100404835556,-0.0005441240508108,-1.422837715865828e-06,2.5074378950788423e-08
1669839229.0989757,-0.0034780402697878,-0.0005095106405058,-1.2525898684713956e-06,1.9607782532581183e-08
1669839290.3251967,-0.002894227723648,-0.0005458930306309,-1.2474054913440811e-06,2.0368319210279493e-08
1669839349.2740705,-0.0028151942636443,-0.0005788265835405,-1.1557889038693604e-06,2.0630520531079504e-08
1669839409.868332,-0.0025230334223912,-0.000598529250569,-1.2436574082241314e-06,2.17634679859682e-08
1669839469.234038,-0.0016436683417084,-0.0005160832483987,-9.304384147394112e-07,1.8118378944891685e-08
1669839533.6166668,-0.0016040713711594,-0.0005754244193121,-9.951855147694231e-07,1.6403481708866077e-08
1669839589.2489457,-0.0014078856958732,-0.0006031770302789,-9.610713517829762e-07,1.3260263913637392e-08
1669839649.0855474,-0.0008760309135301,-0.0005659811696983,-9.96488560734241e-07,7.811760209728194e-09
1669839709.0470672,-0.0001309070936257,-0.0005089023612481,-1.0482053085478454e-06,6.472606261944746e-09
1669839769.178501,-8.116397882301997e-05,-0.0004777964684672,-7.508607083340067e-07,6.109886016786015e-09
1669839829.856505,0.0003071999105482,-0.0003518060879308,-5.223119096331971e-07,8.87162790181672e-09
1669839889.072823,0.0002694718655859,-0.0002326622957263,-4.135672368460806e-07,6.85320359814181e-09
1669839950.1524403,-6.276673557563994e-05,-0.0001580340382313,-4.474809786660511e-07,8.732419327631123e-09
1669840009.00472,-0.0003595651349277,-5.467665061651769e-05,-5.211183007319219e-07,1.3390117689276459e-09
1669840069.1987226,0.0001379370453754,9.350673179554232e-05,-8.921633564307498e-07,-3.535295324463013e-09
1669840129.0860448,-0.0004195181138961,0.0001104187828394,-1.1943929115523724e-06,-4.750574448295462e-09
1669840189.1841571,-0.0009686415423139,0.0001013958647904,-1.534373019407634e-06,-5.90880971654127e-10
1669840248.9819882,-0.0010576248679814,0.0001114786511441,-1.6685496395131708e-06,8.82804572754306e-10
1669840309.2407916,-0.0011487353219258,8.431418703388365e-05,-1.6213062605135678e-06,6.381316508247873e-09
1669840391.2940192,-0.0019681441382413,-2.928193217073637e-05,-1.561147289012268e-06,9.965331160336604e-09
1669840429.2679236,-0.00195051171539,0.0001066696070856,-1.4016010190018923e-06,8.664008126516572e-09
1669840490.2502298,-0.0013899418894444,0.0001816566636465,-9.915367376597964e-07,7.649161877261822e-09
1669840549.2234464,-0.0011896900712705,0.0002148182889952,-9.89469164465384e-07,4.325161452846027e-09
1669840609.280024,-0.001186415257413,0.0002546318481243,-9.67889547771058e-07,3.3711122222964642e-09
1669840669.2499588,-0.0005644212725361,0.0003343407663672,-8.774147298202778e-07,4.735778226567191e-09
1669840729.2119164,-0.000712860762936,0.0001541915898726,-9.829665472620335e-07,2.4585028512642407e-09
1669840789.3682983,-0.0015286902398597,4.620821550071939e-05,-1.3078722064489471e-06,2.737751221899007e-09
1669840849.2237926,-0.0014882779892997,6.243478078097058e-06,-1.4218533310022526e-06,4.615650483437109e-09
1669840909.9165297,-0.0019006827298647,-8.941579053074293e-05,-1.5216097053223474e-06,8.796831637008711e-09
1669840969.470843,-0.0021121163630914,-7.567096773200293e-05,-1.2171699186480762e-06,1.0603822172292258e-08
1669841029.9244254,-0.0020829914760129,-3.951244170668864e-05,-9.108549254785264e-07,1.0764564850562293e-08
1669841089.2222474,-0.001154448281606,6.947987299201137e-05,-1.0613961527806929e-07,4.9895422328969366e-09
1669841149.305926,-4.98019557967801e-05,0.0002172121404283,7.380724868002252e-07,-5.0908027047073634e-11
1669841209.2328415,0.0013324337086148,0.0004023721306354,1.509450421388307e-06,-9.358583775264616e-09
1669841269.288741,0.0018488945289727,0.0004509414335555,1.7614168660280753e-06,-1.6760156390224673e-08
1669841329.3451023,0.0027121640323841,0.0005654919875674,2.261384170374541e-06,-2.2339005902786e-08
1669841389.366917,0.0017941379316476,0.0005437660487915,2.1479974117687777e-06,-2.1122049824029482e-08
1669841450.08328,0.0004682022583282,0.0004377106220781,1.6434664883204218e-06,-1.8277276595989065e-08
1669841509.1794724,-0.0007445335181613,0.0003139372876552,1.1605532419005858e-06,-1.577887781623726e-08
1669841569.98986,-0.0011154337596201,0.0002249109066042,5.03263235944758e-07,-1.2220414526275416e-08
1669841629.1735425,-0.0018973566530563,2.732887092370492e-05,-2.289134014168604e-07,-7.732488577815892e-09
1669841689.1897929,-0.0012385941558691,-6.58327423777351e-05,-7.528460605888647e-07,-6.715535693338833e-09
1669841749.2800825,-0.0006398825471232,-0.0001526963102779,-7.291045305983495e-07,-6.888969534484721e-09
1669841809.4371147,0.0006814613171923,-0.0001881032978297,-3.318423635131032e-07,-5.679597225900501e-09
